player_name,stat_type,line,predicted_value,confidence_score,volatility_score,recommendation,bbref_id,timestamp,line_diff,abs_diff,trap_type,trap_probability,detection_method,line_intent,action_required,reason,extracted_date,cycle_phase,cycle_risk_tag,perf_trend,corrected_risk_tag,adv_phase,adv_risk_tag,adv_modifier,adv_confidence,adjusted_prediction,actual_result
Allisha Gray,Assists,4.5,4.2,0.0,0.5,EXCELLENT,grayyal01w,2025-06-17T11:02:51.757476,0.2999999999999998,0.2999999999999998,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,menstrual,FADE_EARLY_MENSTRUAL,0.95,0.6,4.0,3.3
Allisha Gray,Rebounds,5.5,5.2,0.0,0.5,EXCELLENT,grayyal01w,2025-06-17T11:02:51.770698,0.2999999999999998,0.2999999999999998,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,menstrual,FADE_EARLY_MENSTRUAL,0.95,0.6,4.9,5.1
Sabrina Ionescu,3-PT Made,2.5,2.8,0.0,0.5,EXCELLENT,ionessa01w,2025-06-17T11:02:51.901586,-0.2999999999999998,0.2999999999999998,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,follicular,TARGET_LATE_FOLLICULAR,1.02,0.65,2.9,0.0
Kayla McBride,Assists,3.5,3.8,0.0,0.5,EXCELLENT,mcbrika01w,2025-06-17T11:02:52.092487,-0.2999999999999998,0.2999999999999998,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,luteal,NEUTRAL,1.0,TARGET_LUTEAL,luteal,TARGET_LUTEAL,1.05,0.65,4.0,3.5
Kayla McBride,3-PT Made,2.5,2.8,0.0,0.5,EXCELLENT,mcbrika01w,2025-06-17T11:02:52.105739,-0.2999999999999998,0.2999999999999998,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,luteal,NEUTRAL,1.0,TARGET_LUTEAL,luteal,TARGET_LUTEAL,1.05,0.65,2.9,3.8
Kayla McBride,Rebounds,3.5,3.2,0.0,0.5,EXCELLENT,mcbrika01w,2025-06-17T11:02:52.119499,0.2999999999999998,0.2999999999999998,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,luteal,NEUTRAL,1.0,TARGET_LUTEAL,luteal,TARGET_LUTEAL,1.05,0.65,3.4,7.1
Jewell Loyd,Rebounds,4.5,4.2,0.0,0.5,EXCELLENT,loyddje01w,2025-06-17T11:02:52.141491,0.2999999999999998,0.2999999999999998,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,follicular,TARGET_LATE_FOLLICULAR,1.02,0.65,4.3,3.0
Jackie Young,Assists,3.5,3.2,0.0,0.5,EXCELLENT,youngja01w,2025-06-17T11:02:52.263985,0.2999999999999998,0.2999999999999998,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,3.4,1.4
Courtney Williams,Assists,6.0,5.7,0.0,0.5,EXCELLENT,willico01w,2025-06-17T11:02:52.328246,0.2999999999999998,0.2999999999999998,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,follicular,NEUTRAL,1.02,0.5,5.8,4.5
Arike Ogunbowale,Assists,4.5,4.8,0.0,0.5,EXCELLENT,ogunbar01w,2025-06-17T11:02:52.396507,-0.2999999999999998,0.2999999999999998,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,follicular,NEUTRAL,1.016,0.5,4.9,7.2
DiJonai Carrington,Rebounds,5.5,5.2,0.0,0.5,EXCELLENT,carridi01w,2025-06-17T11:02:52.477903,0.2999999999999998,0.2999999999999998,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,menstrual,NEUTRAL,0.95,0.5,4.9,5.7
Kamilla Cardoso,Rebounds,6.5,6.8,0.0,0.5,EXCELLENT,cardoka01w,2025-06-17T11:02:52.755003,-0.2999999999999998,0.2999999999999998,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,STRONG_TARGET_LUTEAL,1.05,0.75,7.1,5.8
Gabby Williams,Assists,4.0,4.3,0.0,0.5,EXCELLENT,williga01w,2025-06-17T11:02:52.880403,-0.2999999999999998,0.2999999999999998,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,follicular,TARGET_LATE_FOLLICULAR,1.02,0.65,4.4,5.7
Ezi Magbegor,Rebounds,7.5,7.8,0.0,0.5,EXCELLENT,magbeez01w,2025-06-17T11:02:52.908089,-0.2999999999999998,0.2999999999999998,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.085,0.65,8.5,8.7
Marina Mabrey,Pts+Rebs,22.5,22.8,0.0,0.5,EXCELLENT,mabrema01w,2025-06-17T11:02:51.429433,-0.3000000000000007,0.3000000000000007,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,23.9,26.3
Aliyah Boston,Rebs+Asts,12.0,11.7,0.0,0.5,EXCELLENT,bostoal01w,2025-06-17T11:02:51.578281,0.3000000000000007,0.3000000000000007,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,12.3,10.5
Tina Charles,Points,16.5,16.8,0.0,0.5,EXCELLENT,charlti01w,2025-06-17T11:02:51.642406,-0.3000000000000007,0.3000000000000007,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,17.6,16.8
Brittney Griner,Points,10.5,10.8,0.0,0.5,EXCELLENT,grinebr01w,2025-06-17T11:02:51.795352,-0.3000000000000007,0.3000000000000007,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,menstrual,FADE_EARLY_MENSTRUAL,0.95,0.6,10.3,9.3
Sabrina Ionescu,Rebs+Asts,9.0,8.7,0.0,0.5,EXCELLENT,ionessa01w,2025-06-17T11:02:51.944080,0.3000000000000007,0.3000000000000007,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,follicular,TARGET_LATE_FOLLICULAR,1.02,0.65,8.9,5.2
Napheesa Collier,Rebounds,8.5,8.8,0.0,0.5,EXCELLENT,collina01w,2025-06-17T11:02:52.054402,-0.3000000000000007,0.3000000000000007,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,menstrual,NEUTRAL,0.95,0.5,8.4,9.1
Kayla McBride,Points,14.5,14.2,0.0,0.5,EXCELLENT,mcbrika01w,2025-06-17T11:02:52.102780,0.3000000000000007,0.3000000000000007,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,luteal,NEUTRAL,1.0,TARGET_LUTEAL,luteal,TARGET_LUTEAL,1.05,0.65,14.9,15.6
DiJonai Carrington,Pts+Rebs+Asts,20.5,20.8,0.0,0.5,EXCELLENT,carridi01w,2025-06-17T11:02:52.475335,-0.3000000000000007,0.3000000000000007,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,menstrual,NEUTRAL,0.95,0.5,19.8,19.8
DiJonai Carrington,Points,13.0,13.3,0.0,0.5,EXCELLENT,carridi01w,2025-06-17T11:02:52.490656,-0.3000000000000007,0.3000000000000007,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,menstrual,NEUTRAL,0.95,0.5,12.6,12.0
Veronica Burton,Pts+Asts,17.0,17.3,0.0,0.5,EXCELLENT,burtove01w,2025-06-17T11:02:52.576154,-0.3000000000000007,0.3000000000000007,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,follicular,NEUTRAL,1.02,0.5,17.6,14.1
Brittney Sykes,Pts+Rebs,23.5,23.8,0.0,0.5,EXCELLENT,sykesbr01w,2025-06-17T11:02:52.620358,-0.3000000000000007,0.3000000000000007,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,menstrual,NEUTRAL,0.95,0.5,22.6,21.5
Kiki Iriafen,Rebounds,9.5,9.8,0.0,0.5,EXCELLENT,iriafki01w,2025-06-17T11:02:52.774274,-0.3000000000000007,0.3000000000000007,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,menstrual,NEUTRAL,0.95,0.5,9.3,8.4
Ezi Magbegor,Points,8.5,8.2,0.0,0.5,EXCELLENT,magbeez01w,2025-06-17T11:02:52.888447,0.3000000000000007,0.3000000000000007,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.085,0.65,8.9,6.9
Azura Stevens,Points,12.5,12.8,0.0,0.5,EXCELLENT,steveaz01w,2025-06-17T11:02:52.933947,-0.3000000000000007,0.3000000000000007,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,menstrual,FADE_EARLY_MENSTRUAL,0.95,0.6,12.2,11.8
Skylar Diggins,Points,17.5,17.8,0.0,0.5,EXCELLENT,diggisk01w,2025-06-17T11:02:52.969216,-0.3000000000000007,0.3000000000000007,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,18.7,19.7
Skylar Diggins,Pts+Rebs+Asts,26.5,26.2,0.0,0.5,EXCELLENT,diggisk01w,2025-06-17T11:02:52.985099,0.3000000000000007,0.3000000000000007,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,27.5,32.2
Paige Bueckers,Assists,6.5,6.12,0.0,0.5,EXCELLENT,bueckpa01w,2025-06-17T11:02:52.427676,0.3799999999999999,0.3799999999999999,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,6.4,6.8
Paige Bueckers,Rebs+Asts,11.0,10.62,0.0,0.5,EXCELLENT,bueckpa01w,2025-06-17T11:02:52.470757,0.3800000000000008,0.3800000000000008,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,11.2,11.8
Caitlin Clark,Points,21.5,21.1,0.0,0.5,EXCELLENT,clarkca01w,2025-06-17T11:02:51.468619,0.3999999999999986,0.3999999999999986,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,menstrual,NEUTRAL,0.95,0.5,20.0,19.8
Brittney Griner,Pts+Rebs+Asts,18.0,17.6,0.0,0.5,EXCELLENT,grinebr01w,2025-06-17T11:02:51.792414,0.3999999999999986,0.3999999999999986,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,menstrual,FADE_EARLY_MENSTRUAL,0.95,0.6,16.7,11.9
Brionna Jones,Pts+Rebs+Asts,22.5,22.9,0.0,0.5,EXCELLENT,jonesbr01w,2025-06-17T11:02:51.835210,-0.3999999999999986,0.3999999999999986,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,follicular,NEUTRAL,1.02,0.5,23.4,23.3
Natasha Cloud,Pts+Rebs+Asts,19.5,19.1,0.0,0.5,EXCELLENT,cloudna01w,2025-06-17T11:02:52.004250,0.3999999999999986,0.3999999999999986,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,20.1,20.3
Veronica Burton,Pts+Rebs+Asts,21.0,21.4,0.0,0.5,EXCELLENT,burtove01w,2025-06-17T11:02:52.551700,-0.3999999999999986,0.3999999999999986,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,follicular,NEUTRAL,1.02,0.5,21.8,28.0
Brittney Sykes,Points,19.0,19.4,0.0,0.5,EXCELLENT,sykesbr01w,2025-06-17T11:02:52.630923,-0.3999999999999986,0.3999999999999986,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,menstrual,NEUTRAL,0.95,0.5,18.4,17.9
Sabrina Ionescu,Rebounds,4.0,3.6,0.0,0.5,EXCELLENT,ionessa01w,2025-06-17T11:02:51.939210,0.3999999999999999,0.3999999999999999,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,follicular,TARGET_LATE_FOLLICULAR,1.02,0.65,3.7,4.5
Napheesa Collier,Assists,3.5,3.9,0.0,0.5,EXCELLENT,collina01w,2025-06-17T11:02:52.052444,-0.3999999999999999,0.3999999999999999,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,menstrual,NEUTRAL,0.95,0.5,3.7,3.6
Chelsea Gray,3-PT Made,2.5,2.1,0.0,0.5,EXCELLENT,grayych01w,2025-06-17T11:02:52.232048,0.3999999999999999,0.3999999999999999,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,menstrual,FADE_EARLY_MENSTRUAL,0.95,0.6,2.0,0.0
Jackie Young,Rebounds,3.5,3.9,0.0,0.5,EXCELLENT,youngja01w,2025-06-17T11:02:52.275706,-0.3999999999999999,0.3999999999999999,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,4.1,7.0
Jackie Young,3-PT Made,1.5,1.9,0.0,0.5,EXCELLENT,youngja01w,2025-06-17T11:02:52.287322,-0.3999999999999999,0.3999999999999999,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,2.0,3.9
Ariel Atkins,Assists,3.5,3.1,0.0,0.5,EXCELLENT,atkinar01w,2025-06-17T11:02:52.699042,0.3999999999999999,0.3999999999999999,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,3.3,5.3
Caitlin Clark,Assists,8.5,8.9,0.0,0.5,EXCELLENT,clarkca01w,2025-06-17T11:02:51.516201,-0.4000000000000003,0.4000000000000003,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,menstrual,NEUTRAL,0.95,0.5,8.5,6.2
Aliyah Boston,Points,13.5,13.9,0.0,0.5,EXCELLENT,bostoal01w,2025-06-17T11:02:51.576131,-0.4000000000000003,0.4000000000000003,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,14.6,18.1
Aliyah Boston,Assists,4.5,4.1,0.0,0.5,EXCELLENT,bostoal01w,2025-06-17T11:02:51.595742,0.4000000000000003,0.4000000000000003,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,4.3,0.8
Natasha Cloud,Assists,6.5,6.1,0.0,0.5,EXCELLENT,cloudna01w,2025-06-17T11:02:52.018825,0.4000000000000003,0.4000000000000003,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,6.4,7.9
Jewell Loyd,Points,11.5,11.1,0.0,0.5,EXCELLENT,loyddje01w,2025-06-17T11:02:52.151459,0.4000000000000003,0.4000000000000003,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,follicular,TARGET_LATE_FOLLICULAR,1.02,0.65,11.3,16.8
Chelsea Gray,Rebounds,4.5,4.1,0.0,0.5,EXCELLENT,grayych01w,2025-06-17T11:02:52.191330,0.4000000000000003,0.4000000000000003,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,menstrual,FADE_EARLY_MENSTRUAL,0.95,0.6,3.9,1.4
Courtney Williams,Points,11.5,11.1,0.0,0.5,EXCELLENT,willico01w,2025-06-17T11:02:52.299501,0.4000000000000003,0.4000000000000003,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,follicular,NEUTRAL,1.02,0.5,11.3,9.9
Courtney Williams,Rebounds,4.0,4.4,0.0,0.5,EXCELLENT,willico01w,2025-06-17T11:02:52.317678,-0.4000000000000003,0.4000000000000003,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,follicular,NEUTRAL,1.02,0.5,4.5,4.7
Veronica Burton,Points,11.5,11.9,0.0,0.5,EXCELLENT,burtove01w,2025-06-17T11:02:52.539161,-0.4000000000000003,0.4000000000000003,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,follicular,NEUTRAL,1.02,0.5,12.1,10.8
Veronica Burton,Rebounds,4.5,4.1,0.0,0.5,EXCELLENT,burtove01w,2025-06-17T11:02:52.578214,0.4000000000000003,0.4000000000000003,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,follicular,NEUTRAL,1.02,0.5,4.2,0.3
Brittney Sykes,Rebounds,4.0,4.4,0.0,0.5,EXCELLENT,sykesbr01w,2025-06-17T11:02:52.599984,-0.4000000000000003,0.4000000000000003,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,menstrual,NEUTRAL,0.95,0.5,4.2,4.4
Angel Reese,Rebounds,11.5,11.9,0.0,0.5,EXCELLENT,reesean01w,2025-06-17T11:02:52.637826,-0.4000000000000003,0.4000000000000003,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,follicular,NEUTRAL,1.02,0.5,12.1,9.4
Ariel Atkins,Points,12.5,12.9,0.0,0.5,EXCELLENT,atkinar01w,2025-06-17T11:02:52.694744,-0.4000000000000003,0.4000000000000003,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,13.5,14.7
Caitlin Clark,Rebounds,6.0,5.5,0.0,0.5,EXCELLENT,clarkca01w,2025-06-17T11:02:51.503668,0.5,0.5,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,menstrual,NEUTRAL,0.95,0.5,5.2,2.9
Aliyah Boston,Pts+Asts,17.5,18.0,0.0,0.5,EXCELLENT,bostoal01w,2025-06-17T11:02:51.602118,-0.5,0.5,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,18.9,22.8
Tina Charles,Rebounds,6.0,5.5,0.0,0.5,EXCELLENT,charlti01w,2025-06-17T11:02:51.625457,0.5,0.5,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,5.8,3.8
Olivia Nelson-Ododa,Rebounds,5.5,6.0,0.0,0.5,EXCELLENT,nelsool01w,2025-06-17T11:02:51.644422,-0.5,0.5,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,6.3,5.5
Rhyne Howard,Rebounds,5.0,5.5,0.0,0.5,EXCELLENT,howarrh01w,2025-06-17T11:02:51.712865,-0.5,0.5,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,5.8,7.8
Allisha Gray,Pts+Rebs+Asts,29.5,30.0,0.0,0.5,EXCELLENT,grayyal01w,2025-06-17T11:02:51.744316,-0.5,0.5,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,menstrual,FADE_EARLY_MENSTRUAL,0.95,0.6,28.5,25.4
Breanna Stewart,Points,20.0,19.5,0.0,0.5,EXCELLENT,stewabr01w,2025-06-17T11:02:51.857068,0.5,0.5,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,follicular,NEUTRAL,1.02,0.5,19.9,20.5
Natasha Cloud,Points,8.5,9.0,0.0,0.5,EXCELLENT,cloudna01w,2025-06-17T11:02:52.016768,-0.5,0.5,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,9.5,12.8
Natasha Cloud,Rebounds,3.5,4.0,0.0,0.5,EXCELLENT,cloudna01w,2025-06-17T11:02:52.022889,-0.5,0.5,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,4.2,0.2
Natasha Cloud,Points,9.5,9.0,0.0,0.5,EXCELLENT,cloudna01w,2025-06-17T11:02:52.024896,0.5,0.5,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,9.5,10.0
Jackie Young,Points,19.5,19.0,0.0,0.5,EXCELLENT,youngja01w,2025-06-17T11:02:52.252118,0.5,0.5,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,20.0,20.6
Jackie Young,Points,19.5,19.0,0.0,0.5,EXCELLENT,youngja01w,2025-06-17T11:02:52.267992,0.5,0.5,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,20.0,22.0
Jackie Young,Points,18.5,19.0,0.0,0.5,EXCELLENT,youngja01w,2025-06-17T11:02:52.285356,-0.5,0.5,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,20.0,16.9
Arike Ogunbowale,Pts+Rebs+Asts,25.0,25.5,0.0,0.5,EXCELLENT,ogunbar01w,2025-06-17T11:02:52.410158,-0.5,0.5,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,follicular,NEUTRAL,1.016,0.5,25.9,22.6
Paige Bueckers,Rebounds,5.0,4.5,0.0,0.5,EXCELLENT,bueckpa01w,2025-06-17T11:02:52.450824,0.5,0.5,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,4.7,6.0
Monique Billings,Rebounds,5.5,5.0,0.0,0.5,EXCELLENT,billimo01w,2025-06-17T11:02:52.533479,0.5,0.5,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,follicular,NEUTRAL,1.02,0.5,5.1,5.8
Ariel Atkins,Pts+Rebs,17.0,16.5,0.0,0.5,EXCELLENT,atkinar01w,2025-06-17T11:02:52.725782,0.5,0.5,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,17.3,17.9
Gabby Williams,Pts+Rebs+Asts,24.5,24.0,0.0,0.5,EXCELLENT,williga01w,2025-06-17T11:02:52.872551,0.5,0.5,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,follicular,TARGET_LATE_FOLLICULAR,1.02,0.65,24.5,25.4
Ezi Magbegor,Pts+Rebs,16.5,16.0,0.0,0.5,EXCELLENT,magbeez01w,2025-06-17T11:02:52.910198,0.5,0.5,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.085,0.65,17.4,15.7
Caitlin Clark,Assists,9.5,8.9,0.0,0.5,EXCELLENT,clarkca01w,2025-06-17T11:02:51.487733,0.5999999999999996,0.5999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,menstrual,NEUTRAL,0.95,0.5,8.5,9.1
