player_name,team_name,stat_type,line,timestamp
Napheesa Collier,MIN,Pts+Rebs+Asts,34.5,2025-06-17T11:02:49.811331
Napheesa Collier,MIN,Assists,6.5,2025-06-17T11:02:49.811333
Napheesa Collier,MIN,Pts+Rebs+Asts,37.5,2025-06-17T11:02:49.811334
Napheesa Collier,MIN,Pts+Rebs+Asts,49.5,2025-06-17T11:02:49.811339
Napheesa Collier,MIN,Points,19.5,2025-06-17T11:02:49.811340
Napheesa Collier,MIN,Rebounds,11.5,2025-06-17T11:02:49.811341
Napheesa Collier,MIN,Points,29.5,2025-06-17T11:02:49.811343
Napheesa Collier,MIN,FG Attempted,17.5,2025-06-17T11:02:49.811344
Napheesa Collier,MIN,Assists,4.0,2025-06-17T11:02:49.811345
Napheesa Collier,MIN,3-PT Made,1.5,2025-06-17T11:02:49.811346
Napheesa Collier,MIN,Assists,2.5,2025-06-17T11:02:49.811347
Napheesa Collier,MIN,Defensive Rebounds,7.0,2025-06-17T11:02:49.811348
Napheesa Collier,MIN,Rebounds,12.5,2025-06-17T11:02:49.811349
Kayla McBride,MIN,Assists,3.5,2025-06-17T11:02:49.811351
Kayla McBride,MIN,3-PT Made,3.5,2025-06-17T11:02:49.811352
Kayla McBride,MIN,Pts+Asts,19.0,2025-06-17T11:02:49.811353
Kayla McBride,MIN,Points,17.5,2025-06-17T11:02:49.811354
Kayla McBride,MIN,3-PT Made,4.5,2025-06-17T11:02:49.811355
Kayla McBride,MIN,Points,14.5,2025-06-17T11:02:49.811356
Kayla McBride,MIN,FG Attempted,10.5,2025-06-17T11:02:49.811357
Kayla McBride,MIN,3-PT Made,2.5,2025-06-17T11:02:49.811358
Kayla McBride,MIN,Free Throws Made,2.5,2025-06-17T11:02:49.811359
Kayla McBride,MIN,Rebounds,5.5,2025-06-17T11:02:49.811361
Kayla McBride,MIN,3-PT Attempted,6.5,2025-06-17T11:02:49.811362
Kayla McBride,MIN,Points,11.5,2025-06-17T11:02:49.811363
Kayla McBride,MIN,Points,19.5,2025-06-17T11:02:49.811364
Kayla McBride,MIN,Fantasy Score,26.0,2025-06-17T11:02:49.811366
Kayla McBride,MIN,Pts+Rebs+Asts,22.5,2025-06-17T11:02:49.811367
Kayla McBride,MIN,Rebounds,3.5,2025-06-17T11:02:49.811368
Kayla McBride,MIN,Points,15.5,2025-06-17T11:02:49.811369
Kayla McBride,MIN,3-PT Made,1.5,2025-06-17T11:02:49.811370
Kayla McBride,MIN,Assists,2.5,2025-06-17T11:02:49.811371
Kayla McBride,MIN,Pts+Rebs+Asts,29.5,2025-06-17T11:02:49.811372
Kayla McBride,MIN,Points,24.5,2025-06-17T11:02:49.811373
Kayla McBride,MIN,Assists,5.5,2025-06-17T11:02:49.811374
Kayla McBride,MIN,Assists,4.5,2025-06-17T11:02:49.811375
Jewell Loyd,LVA,Rebounds,7.5,2025-06-17T11:02:49.811376
Jewell Loyd,LVA,Pts+Rebs+Asts,22.5,2025-06-17T11:02:49.811377
Jewell Loyd,LVA,Rebs+Asts,6.5,2025-06-17T11:02:49.811378
Jewell Loyd,LVA,Rebounds,4.5,2025-06-17T11:02:49.811379
Jewell Loyd,LVA,Pts+Rebs+Asts,29.5,2025-06-17T11:02:49.811380
Jewell Loyd,LVA,Pts+Rebs+Asts,24.5,2025-06-17T11:02:49.811381
Jewell Loyd,LVA,Pts+Rebs+Asts,19.5,2025-06-17T11:02:49.811383
Jewell Loyd,LVA,Pts+Asts,17.5,2025-06-17T11:02:49.811384
Jewell Loyd,LVA,Points,11.5,2025-06-17T11:02:49.811385
Jewell Loyd,LVA,Points,17.5,2025-06-17T11:02:49.811386
Jewell Loyd,LVA,Points,16.5,2025-06-17T11:02:49.811387
Jewell Loyd,LVA,Fantasy Score,26.0,2025-06-17T11:02:49.811388
Jewell Loyd,LVA,Pts+Rebs+Asts,21.5,2025-06-17T11:02:49.811389
Jewell Loyd,LVA,3-PT Made,2.5,2025-06-17T11:02:49.811391
Jewell Loyd,LVA,Rebounds,6.5,2025-06-17T11:02:49.811392
Jewell Loyd,LVA,Rebounds,3.5,2025-06-17T11:02:49.811393
Jewell Loyd,LVA,3-PT Made,3.5,2025-06-17T11:02:49.811394
Jewell Loyd,LVA,3-PT Made,1.5,2025-06-17T11:02:49.811395
Jewell Loyd,LVA,Assists,4.5,2025-06-17T11:02:49.811399
Jewell Loyd,LVA,Points,19.5,2025-06-17T11:02:49.811400
Jewell Loyd,LVA,3-PT Made,4.5,2025-06-17T11:02:49.811401
Jewell Loyd,LVA,Pts+Rebs,18.5,2025-06-17T11:02:49.811402
Jewell Loyd,LVA,Assists,3.5,2025-06-17T11:02:49.811404
Jewell Loyd,LVA,Rebounds,2.5,2025-06-17T11:02:49.811405
Jewell Loyd,LVA,Points,14.5,2025-06-17T11:02:49.811406
Jewell Loyd,LVA,Points,13.5,2025-06-17T11:02:49.811408
Jewell Loyd,LVA,Assists,1.5,2025-06-17T11:02:49.811409
Jewell Loyd,LVA,Rebounds,4.0,2025-06-17T11:02:49.811410
Chelsea Gray,LVA,Rebounds,4.5,2025-06-17T11:02:49.811411
Chelsea Gray,LVA,Assists,7.5,2025-06-17T11:02:49.811412
Chelsea Gray,LVA,Rebounds,2.5,2025-06-17T11:02:49.811413
Chelsea Gray,LVA,Pts+Asts,19.5,2025-06-17T11:02:49.811414
Chelsea Gray,LVA,Pts+Rebs,17.5,2025-06-17T11:02:49.811415
Chelsea Gray,LVA,Assists,5.5,2025-06-17T11:02:49.811416
Chelsea Gray,LVA,Assists,5.0,2025-06-17T11:02:49.811418
Chelsea Gray,LVA,Pts+Rebs+Asts,19.5,2025-06-17T11:02:49.811419
Chelsea Gray,LVA,Points,19.5,2025-06-17T11:02:49.811420
Chelsea Gray,LVA,3-PT Made,3.5,2025-06-17T11:02:49.811421
Chelsea Gray,LVA,Assists,6.5,2025-06-17T11:02:49.811422
Chelsea Gray,LVA,Points,14.5,2025-06-17T11:02:49.811423
Chelsea Gray,LVA,Rebs+Asts,8.5,2025-06-17T11:02:49.811424
Chelsea Gray,LVA,Assists,3.5,2025-06-17T11:02:49.811425
Chelsea Gray,LVA,Points,11.5,2025-06-17T11:02:49.811426
Chelsea Gray,LVA,Rebounds,5.5,2025-06-17T11:02:49.811427
Chelsea Gray,LVA,3-PT Made,1.5,2025-06-17T11:02:49.811428
Chelsea Gray,LVA,Points,17.5,2025-06-17T11:02:49.811429
Chelsea Gray,LVA,Pts+Rebs+Asts,29.5,2025-06-17T11:02:49.811431
Chelsea Gray,LVA,Pts+Rebs+Asts,22.5,2025-06-17T11:02:49.811432
Chelsea Gray,LVA,Points,24.5,2025-06-17T11:02:49.811433
Chelsea Gray,LVA,3-PT Made,2.5,2025-06-17T11:02:49.811434
Chelsea Gray,LVA,Fantasy Score,29.0,2025-06-17T11:02:49.811436
Chelsea Gray,LVA,Rebounds,3.5,2025-06-17T11:02:49.811437
Chelsea Gray,LVA,Pts+Rebs+Asts,24.5,2025-06-17T11:02:49.811438
Jackie Young,LVA,Pts+Rebs+Asts,34.5,2025-06-17T11:02:49.811439
Jackie Young,LVA,Pts+Rebs+Asts,28.5,2025-06-17T11:02:49.811440
Jackie Young,LVA,Rebounds,4.0,2025-06-17T11:02:49.811441
Jackie Young,LVA,Rebounds,7.5,2025-06-17T11:02:49.811442
Jackie Young,LVA,Pts+Rebs,24.5,2025-06-17T11:02:49.811444
Jackie Young,LVA,Points,22.5,2025-06-17T11:02:49.811444
Jackie Young,LVA,Points,19.5,2025-06-17T11:02:49.811445
Jackie Young,LVA,Points,29.5,2025-06-17T11:02:49.811446
Jackie Young,LVA,Pts+Rebs+Asts,39.5,2025-06-17T11:02:49.811447
Jackie Young,LVA,Assists,5.5,2025-06-17T11:02:49.811448
Jackie Young,LVA,Rebounds,6.5,2025-06-17T11:02:49.811449
Jackie Young,LVA,Rebounds,5.5,2025-06-17T11:02:49.811450
Jackie Young,LVA,Assists,3.5,2025-06-17T11:02:49.811451
Jackie Young,LVA,Assists,4.0,2025-06-17T11:02:49.811452
Jackie Young,LVA,Points,19.5,2025-06-17T11:02:49.811453
Jackie Young,LVA,Points,17.5,2025-06-17T11:02:49.811454
Jackie Young,LVA,Assists,7.5,2025-06-17T11:02:49.811459
Jackie Young,LVA,Pts+Rebs+Asts,24.5,2025-06-17T11:02:49.811460
Jackie Young,LVA,Rebounds,3.5,2025-06-17T11:02:49.811462
Jackie Young,LVA,Pts+Rebs+Asts,31.5,2025-06-17T11:02:49.811463
Jackie Young,LVA,Points,24.5,2025-06-17T11:02:49.811464
Jackie Young,LVA,Assists,6.5,2025-06-17T11:02:49.811466
Jackie Young,LVA,3-PT Made,3.5,2025-06-17T11:02:49.811467
Jackie Young,LVA,Points,18.5,2025-06-17T11:02:49.811468
Jackie Young,LVA,3-PT Made,1.5,2025-06-17T11:02:49.811469
Jackie Young,LVA,3-PT Made,2.5,2025-06-17T11:02:49.811471
Jackie Young,LVA,Fantasy Score,36.0,2025-06-17T11:02:49.811472
Jackie Young,LVA,Assists,2.5,2025-06-17T11:02:49.811473
Jackie Young,LVA,Pts+Asts,24.5,2025-06-17T11:02:49.811475
Courtney Williams,MIN,Pts+Rebs+Asts,24.5,2025-06-17T11:02:49.811476
Courtney Williams,MIN,Points,11.5,2025-06-17T11:02:49.811477
Courtney Williams,MIN,Assists,3.5,2025-06-17T11:02:49.811478
Courtney Williams,MIN,Pts+Asts,15.5,2025-06-17T11:02:49.811479
Courtney Williams,MIN,Rebs+Asts,10.0,2025-06-17T11:02:49.811480
Courtney Williams,MIN,Points,17.5,2025-06-17T11:02:49.811481
Courtney Williams,MIN,Rebounds,5.5,2025-06-17T11:02:49.811482
Courtney Williams,MIN,Pts+Rebs,14.5,2025-06-17T11:02:49.811483
Courtney Williams,MIN,Points,10.5,2025-06-17T11:02:49.811484
Courtney Williams,MIN,Rebounds,7.5,2025-06-17T11:02:49.811485
Courtney Williams,MIN,Rebounds,4.0,2025-06-17T11:02:49.811486
Courtney Williams,MIN,Pts+Rebs+Asts,19.5,2025-06-17T11:02:49.811487
Courtney Williams,MIN,Rebounds,3.5,2025-06-17T11:02:49.811488
Courtney Williams,MIN,Rebounds,4.5,2025-06-17T11:02:49.811489
Courtney Williams,MIN,FG Attempted,11.5,2025-06-17T11:02:49.811491
Courtney Williams,MIN,Points,14.5,2025-06-17T11:02:49.811492
Courtney Williams,MIN,Assists,6.0,2025-06-17T11:02:49.811493
Courtney Williams,MIN,Rebounds,2.5,2025-06-17T11:02:49.811494
Courtney Williams,MIN,Pts+Rebs+Asts,29.5,2025-06-17T11:02:49.811495
Courtney Williams,MIN,Assists,6.5,2025-06-17T11:02:49.811496
Courtney Williams,MIN,Offensive Rebounds,0.5,2025-06-17T11:02:49.811497
Courtney Williams,MIN,Points,9.5,2025-06-17T11:02:49.811498
Courtney Williams,MIN,Assists,4.5,2025-06-17T11:02:49.811500
Courtney Williams,MIN,Assists,7.5,2025-06-17T11:02:49.811501
Courtney Williams,MIN,Fantasy Score,26.5,2025-06-17T11:02:49.811502
Courtney Williams,MIN,Points,7.5,2025-06-17T11:02:49.811502
Courtney Williams,MIN,Pts+Rebs+Asts,20.5,2025-06-17T11:02:49.811504
Alanna Smith,MIN,3-PT Made,0.5,2025-06-17T11:02:49.811505
Alanna Smith,MIN,Rebounds,5.0,2025-06-17T11:02:49.811506
Alanna Smith,MIN,Rebounds,6.5,2025-06-17T11:02:49.811507
Alanna Smith,MIN,Fantasy Score,28.0,2025-06-17T11:02:49.811508
Alanna Smith,MIN,Points,17.5,2025-06-17T11:02:49.811511
Alanna Smith,MIN,Pts+Rebs+Asts,18.0,2025-06-17T11:02:49.811513
Alanna Smith,MIN,Points,10.0,2025-06-17T11:02:49.811514
Alanna Smith,MIN,Pts+Rebs,15.5,2025-06-17T11:02:49.811515
Alanna Smith,MIN,3-PT Made,1.5,2025-06-17T11:02:49.811516
Alanna Smith,MIN,Rebounds,7.5,2025-06-17T11:02:49.811517
Alanna Smith,MIN,Points,7.5,2025-06-17T11:02:49.811518
Alanna Smith,MIN,Points,9.5,2025-06-17T11:02:49.811519
Alanna Smith,MIN,3-PT Made,2.5,2025-06-17T11:02:49.811521
Alanna Smith,MIN,Points,14.5,2025-06-17T11:02:49.811522
Alanna Smith,MIN,Rebounds,3.5,2025-06-17T11:02:49.811523
Alanna Smith,MIN,Rebounds,4.5,2025-06-17T11:02:49.811524
Alanna Smith,MIN,Rebounds,5.5,2025-06-17T11:02:49.811525
Alanna Smith,MIN,Points,11.5,2025-06-17T11:02:49.811526
Arike Ogunbowale,DAL,3-PT Made,3.5,2025-06-17T11:02:49.811532
Arike Ogunbowale,DAL,Points,19.5,2025-06-17T11:02:49.811533
Arike Ogunbowale,DAL,3-PT Attempted,6.0,2025-06-17T11:02:49.811534
Arike Ogunbowale,DAL,3-PT Made,2.5,2025-06-17T11:02:49.811536
Arike Ogunbowale,DAL,Fantasy Score,30.5,2025-06-17T11:02:49.811537
Arike Ogunbowale,DAL,3-PT Made,1.5,2025-06-17T11:02:49.811538
Arike Ogunbowale,DAL,Assists,4.5,2025-06-17T11:02:49.811540
Arike Ogunbowale,DAL,Points,24.5,2025-06-17T11:02:49.811541
Arike Ogunbowale,DAL,FG Attempted,15.5,2025-06-17T11:02:49.811543
Arike Ogunbowale,DAL,Assists,3.5,2025-06-17T11:02:49.811544
Arike Ogunbowale,DAL,Points,17.5,2025-06-17T11:02:49.811545
Arike Ogunbowale,DAL,Points,14.5,2025-06-17T11:02:49.811546
Arike Ogunbowale,DAL,Points,15.5,2025-06-17T11:02:49.811547
Arike Ogunbowale,DAL,Free Throws Made,3.5,2025-06-17T11:02:49.811548
Arike Ogunbowale,DAL,Pts+Rebs+Asts,25.0,2025-06-17T11:02:49.811549
Arike Ogunbowale,DAL,Points,18.5,2025-06-17T11:02:49.811550
Arike Ogunbowale,DAL,Assists,5.5,2025-06-17T11:02:49.811551
Arike Ogunbowale,DAL,Assists,7.5,2025-06-17T11:02:49.811552
Arike Ogunbowale,DAL,Pts+Asts,21.5,2025-06-17T11:02:49.811554
Paige Bueckers,DAL,Points,16.5,2025-06-17T11:02:49.811555
Paige Bueckers,DAL,Points,14.5,2025-06-17T11:02:49.811556
Paige Bueckers,DAL,Fantasy Score,38.5,2025-06-17T11:02:49.811557
Paige Bueckers,DAL,Points,24.5,2025-06-17T11:02:49.811558
Paige Bueckers,DAL,Assists,6.5,2025-06-17T11:02:49.811559
Paige Bueckers,DAL,Points,19.5,2025-06-17T11:02:49.811560
Paige Bueckers,DAL,Rebounds,3.5,2025-06-17T11:02:49.811561
Paige Bueckers,DAL,Rebounds,5.5,2025-06-17T11:02:49.811562
Paige Bueckers,DAL,Assists,5.5,2025-06-17T11:02:49.811563
Paige Bueckers,DAL,3-PT Made,2.5,2025-06-17T11:02:49.811564
Paige Bueckers,DAL,Points,18.0,2025-06-17T11:02:49.811565
Paige Bueckers,DAL,Assists,7.5,2025-06-17T11:02:49.811567
Paige Bueckers,DAL,FG Attempted,14.0,2025-06-17T11:02:49.811568
Paige Bueckers,DAL,Pts+Rebs,22.5,2025-06-17T11:02:49.811569
Paige Bueckers,DAL,Assists,10.5,2025-06-17T11:02:49.811570
Paige Bueckers,DAL,3-PT Made,0.5,2025-06-17T11:02:49.811571
Paige Bueckers,DAL,Pts+Rebs+Asts,39.5,2025-06-17T11:02:49.811571
Paige Bueckers,DAL,Rebounds,5.0,2025-06-17T11:02:49.811573
Paige Bueckers,DAL,Pts+Rebs+Asts,29.5,2025-06-17T11:02:49.811574
Paige Bueckers,DAL,Pts+Rebs+Asts,34.5,2025-06-17T11:02:49.811575
Paige Bueckers,DAL,Rebounds,6.5,2025-06-17T11:02:49.811576
Paige Bueckers,DAL,Pts+Asts,24.5,2025-06-17T11:02:49.811576
Paige Bueckers,DAL,Assists,4.5,2025-06-17T11:02:49.811577
Paige Bueckers,DAL,Rebounds,7.5,2025-06-17T11:02:49.811578
Paige Bueckers,DAL,3-PT Made,1.5,2025-06-17T11:02:49.811579
Paige Bueckers,DAL,Assists,9.5,2025-06-17T11:02:49.811581
Paige Bueckers,DAL,Pts+Rebs+Asts,24.5,2025-06-17T11:02:49.811586
Paige Bueckers,DAL,Rebounds,4.5,2025-06-17T11:02:49.811587
Paige Bueckers,DAL,Rebs+Asts,11.0,2025-06-17T11:02:49.811588
Paige Bueckers,DAL,Free Throws Made,3.5,2025-06-17T11:02:49.811589
DiJonai Carrington,DAL,Points,19.5,2025-06-17T11:02:49.811590
DiJonai Carrington,DAL,Pts+Rebs+Asts,20.5,2025-06-17T11:02:49.811592
DiJonai Carrington,DAL,FG Attempted,11.5,2025-06-17T11:02:49.811593
DiJonai Carrington,DAL,Rebounds,5.5,2025-06-17T11:02:49.811594
DiJonai Carrington,DAL,Points,9.5,2025-06-17T11:02:49.811595
DiJonai Carrington,DAL,Rebounds,3.5,2025-06-17T11:02:49.811596
DiJonai Carrington,DAL,Pts+Rebs,18.5,2025-06-17T11:02:49.811597
DiJonai Carrington,DAL,Free Throws Made,2.5,2025-06-17T11:02:49.811598
DiJonai Carrington,DAL,Rebounds,7.5,2025-06-17T11:02:49.811599
DiJonai Carrington,DAL,Points,14.5,2025-06-17T11:02:49.811600
DiJonai Carrington,DAL,Points,13.0,2025-06-17T11:02:49.811601
DiJonai Carrington,DAL,Fantasy Score,26.5,2025-06-17T11:02:49.811602
Kayla Thornton,GSV,Defensive Rebounds,6.0,2025-06-17T11:02:49.811603
Kayla Thornton,GSV,Rebounds,7.5,2025-06-17T11:02:49.811604
Kayla Thornton,GSV,Points,19.5,2025-06-17T11:02:49.811606
Kayla Thornton,GSV,FG Attempted,13.5,2025-06-17T11:02:49.811607
Kayla Thornton,GSV,Points,14.5,2025-06-17T11:02:49.811608
Kayla Thornton,GSV,Rebounds,11.5,2025-06-17T11:02:49.811609
Kayla Thornton,GSV,3-PT Made,3.5,2025-06-17T11:02:49.811610
Kayla Thornton,GSV,Points,13.5,2025-06-17T11:02:49.811611
Kayla Thornton,GSV,Rebounds,6.5,2025-06-17T11:02:49.811612
Kayla Thornton,GSV,3-PT Made,2.5,2025-06-17T11:02:49.811613
Kayla Thornton,GSV,Pts+Rebs,22.5,2025-06-17T11:02:49.811614
Kayla Thornton,GSV,3-PT Made,1.5,2025-06-17T11:02:49.811616
Kayla Thornton,GSV,Rebounds,5.5,2025-06-17T11:02:49.811617
Kayla Thornton,GSV,Points,17.5,2025-06-17T11:02:49.811618
Kayla Thornton,GSV,Points,11.5,2025-06-17T11:02:49.811619
Kayla Thornton,GSV,Offensive Rebounds,1.5,2025-06-17T11:02:49.811620
Kayla Thornton,GSV,Fantasy Score,29.5,2025-06-17T11:02:49.811621
Kayla Thornton,GSV,3-PT Attempted,7.5,2025-06-17T11:02:49.811632
Kayla Thornton,GSV,Rebounds,9.5,2025-06-17T11:02:49.811633
Kayla Thornton,GSV,Rebounds,10.5,2025-06-17T11:02:49.811634
Kayla Thornton,GSV,Pts+Rebs+Asts,23.0,2025-06-17T11:02:49.811637
Monique Billings,GSV,Points,9.5,2025-06-17T11:02:49.811638
Monique Billings,GSV,Rebounds,5.5,2025-06-17T11:02:49.811639
Veronica Burton,GSV,Rebounds,2.5,2025-06-17T11:02:49.811644
Veronica Burton,GSV,Rebounds,5.5,2025-06-17T11:02:49.811645
Veronica Burton,GSV,Points,11.5,2025-06-17T11:02:49.811646
Veronica Burton,GSV,Free Throws Made,4.5,2025-06-17T11:02:49.811647
Veronica Burton,GSV,Points,11.0,2025-06-17T11:02:49.811648
Veronica Burton,GSV,Assists,9.5,2025-06-17T11:02:49.811649
Veronica Burton,GSV,Pts+Rebs+Asts,24.5,2025-06-17T11:02:49.811651
Veronica Burton,GSV,Points,7.5,2025-06-17T11:02:49.811652
Veronica Burton,GSV,Assists,4.5,2025-06-17T11:02:49.811653
Veronica Burton,GSV,Pts+Rebs+Asts,21.0,2025-06-17T11:02:49.811654
Veronica Burton,GSV,Rebs+Asts,9.5,2025-06-17T11:02:49.811655
Veronica Burton,GSV,Points,17.5,2025-06-17T11:02:49.811657
Veronica Burton,GSV,Fantasy Score,27.0,2025-06-17T11:02:49.811658
Veronica Burton,GSV,Assists,8.5,2025-06-17T11:02:49.811659
Veronica Burton,GSV,Rebounds,3.5,2025-06-17T11:02:49.811660
Veronica Burton,GSV,Assists,5.5,2025-06-17T11:02:49.811661
Veronica Burton,GSV,Pts+Rebs+Asts,29.5,2025-06-17T11:02:49.811662
Veronica Burton,GSV,Assists,7.5,2025-06-17T11:02:49.811664
Veronica Burton,GSV,Points,14.5,2025-06-17T11:02:49.811665
Veronica Burton,GSV,Assists,6.0,2025-06-17T11:02:49.811666
Veronica Burton,GSV,Pts+Rebs+Asts,19.5,2025-06-17T11:02:49.811667
Veronica Burton,GSV,Pts+Asts,17.0,2025-06-17T11:02:49.811668
Veronica Burton,GSV,Rebounds,4.5,2025-06-17T11:02:49.811669
Veronica Burton,GSV,Points,9.5,2025-06-17T11:02:49.811670
Carla Leite,GSV,Points,9.5,2025-06-17T11:02:49.811673
Brittney Sykes,WAS,Rebs+Asts,9.0,2025-06-17T11:02:49.811675
Brittney Sykes,WAS,Rebounds,6.5,2025-06-17T11:02:49.811676
Brittney Sykes,WAS,Points,24.5,2025-06-17T11:02:49.811677
Brittney Sykes,WAS,Pts+Asts,24.0,2025-06-17T11:02:49.811678
Brittney Sykes,WAS,Rebounds,2.5,2025-06-17T11:02:49.811680
Brittney Sykes,WAS,Offensive Rebounds,0.5,2025-06-17T11:02:49.811681
Brittney Sykes,WAS,Points,14.5,2025-06-17T11:02:49.811682
Brittney Sykes,WAS,Assists,5.5,2025-06-17T11:02:49.811683
Brittney Sykes,WAS,Rebounds,4.0,2025-06-17T11:02:49.811684
Brittney Sykes,WAS,Assists,6.5,2025-06-17T11:02:49.811685
Brittney Sykes,WAS,Pts+Rebs+Asts,28.5,2025-06-17T11:02:49.811686
Brittney Sykes,WAS,Points,17.5,2025-06-17T11:02:49.811687
Brittney Sykes,WAS,Pts+Rebs+Asts,39.5,2025-06-17T11:02:49.811688
Brittney Sykes,WAS,Assists,3.5,2025-06-17T11:02:49.811689
Brittney Sykes,WAS,Rebounds,4.5,2025-06-17T11:02:49.811690
Brittney Sykes,WAS,Free Throws Made,7.5,2025-06-17T11:02:49.811691
Brittney Sykes,WAS,Assists,4.5,2025-06-17T11:02:49.811692
Brittney Sykes,WAS,Pts+Rebs+Asts,34.5,2025-06-17T11:02:49.811693
Brittney Sykes,WAS,Pts+Rebs,23.5,2025-06-17T11:02:49.811694
Brittney Sykes,WAS,Pts+Rebs+Asts,24.5,2025-06-17T11:02:49.811694
Brittney Sykes,WAS,Rebounds,3.5,2025-06-17T11:02:49.811695
Brittney Sykes,WAS,Rebounds,5.5,2025-06-17T11:02:49.811697
Brittney Sykes,WAS,Fantasy Score,34.0,2025-06-17T11:02:49.811698
Brittney Sykes,WAS,Points,19.0,2025-06-17T11:02:49.811699
Brittney Sykes,WAS,FG Attempted,14.0,2025-06-17T11:02:49.811700
Angel Reese,CHI,Points,14.5,2025-06-17T11:02:49.811704
Angel Reese,CHI,Points,10.5,2025-06-17T11:02:49.811706
Angel Reese,CHI,Rebounds,11.5,2025-06-17T11:02:49.811707
Angel Reese,CHI,Pts+Rebs+Asts,24.5,2025-06-17T11:02:49.811708
Angel Reese,CHI,Rebounds,15.5,2025-06-17T11:02:49.811709
Angel Reese,CHI,Rebounds,8.5,2025-06-17T11:02:49.811710
Angel Reese,CHI,Points,9.5,2025-06-17T11:02:49.811711
Angel Reese,CHI,Assists,2.5,2025-06-17T11:02:49.811712
Angel Reese,CHI,Assists,3.5,2025-06-17T11:02:49.811713
Angel Reese,CHI,Pts+Rebs+Asts,26.5,2025-06-17T11:02:49.811715
Angel Reese,CHI,Pts+Asts,15.5,2025-06-17T11:02:49.811716
Angel Reese,CHI,Rebounds,14.5,2025-06-17T11:02:49.811717
Angel Reese,CHI,Pts+Rebs+Asts,29.5,2025-06-17T11:02:49.811719
Angel Reese,CHI,Assists,5.5,2025-06-17T11:02:49.811720
Angel Reese,CHI,Points,17.5,2025-06-17T11:02:49.811721
Angel Reese,CHI,Pts+Rebs+Asts,34.5,2025-06-17T11:02:49.811722
Angel Reese,CHI,Assists,4.5,2025-06-17T11:02:49.811723
Angel Reese,CHI,Rebounds,10.5,2025-06-17T11:02:49.811724
Angel Reese,CHI,Points,19.5,2025-06-17T11:02:49.811725
Angel Reese,CHI,Pts+Rebs+Asts,39.5,2025-06-17T11:02:49.811726
Angel Reese,CHI,Fantasy Score,33.0,2025-06-17T11:02:49.811727
Angel Reese,CHI,Points,11.5,2025-06-17T11:02:49.811728
Angel Reese,CHI,Pts+Rebs,23.0,2025-06-17T11:02:49.811729
Angel Reese,CHI,Rebounds,9.5,2025-06-17T11:02:49.811730
Angel Reese,CHI,Defensive Rebounds,6.5,2025-06-17T11:02:49.811745
Angel Reese,CHI,Offensive Rebounds,4.5,2025-06-17T11:02:49.811746
Angel Reese,CHI,Rebounds,11.0,2025-06-17T11:02:49.811747
Angel Reese,CHI,FG Attempted,10.5,2025-06-17T11:02:49.811748
Angel Reese,CHI,Free Throws Made,3.5,2025-06-17T11:02:49.811749
Angel Reese,CHI,Assists,6.5,2025-06-17T11:02:49.811750
Ariel Atkins,CHI,3-PT Made,1.5,2025-06-17T11:02:49.811751
Ariel Atkins,CHI,Free Throws Made,2.5,2025-06-17T11:02:49.811752
Ariel Atkins,CHI,Pts+Rebs+Asts,29.5,2025-06-17T11:02:49.811754
Ariel Atkins,CHI,Points,12.5,2025-06-17T11:02:49.811755
Ariel Atkins,CHI,Points,14.5,2025-06-17T11:02:49.811756
Ariel Atkins,CHI,Assists,3.5,2025-06-17T11:02:49.811757
Ariel Atkins,CHI,Rebounds,5.5,2025-06-17T11:02:49.811759
Ariel Atkins,CHI,Fantasy Score,26.5,2025-06-17T11:02:49.811760
Ariel Atkins,CHI,Points,13.5,2025-06-17T11:02:49.811760
Ariel Atkins,CHI,Pts+Asts,17.5,2025-06-17T11:02:49.811761
Ariel Atkins,CHI,Points,9.5,2025-06-17T11:02:49.811763
Ariel Atkins,CHI,Pts+Rebs+Asts,20.5,2025-06-17T11:02:49.811764
Ariel Atkins,CHI,3-PT Made,2.5,2025-06-17T11:02:49.811765
Ariel Atkins,CHI,Assists,2.5,2025-06-17T11:02:49.811767
Ariel Atkins,CHI,FG Attempted,11.0,2025-06-17T11:02:49.811768
Ariel Atkins,CHI,Assists,6.5,2025-06-17T11:02:49.811769
Ariel Atkins,CHI,Rebounds,2.5,2025-06-17T11:02:49.811770
Ariel Atkins,CHI,Points,19.5,2025-06-17T11:02:49.811771
Ariel Atkins,CHI,Pts+Rebs+Asts,24.5,2025-06-17T11:02:49.811772
Ariel Atkins,CHI,Pts+Rebs,17.0,2025-06-17T11:02:49.811773
Ariel Atkins,CHI,Offensive Rebounds,0.5,2025-06-17T11:02:49.811774
Ariel Atkins,CHI,Rebounds,4.5,2025-06-17T11:02:49.811775
Ariel Atkins,CHI,Points,11.5,2025-06-17T11:02:49.811776
Ariel Atkins,CHI,Assists,5.5,2025-06-17T11:02:49.811777
Ariel Atkins,CHI,Rebounds,3.5,2025-06-17T11:02:49.811778
Ariel Atkins,CHI,3-PT Made,0.5,2025-06-17T11:02:49.811779
Ariel Atkins,CHI,Pts+Rebs+Asts,19.5,2025-06-17T11:02:49.811780
Ariel Atkins,CHI,Points,17.5,2025-06-17T11:02:49.811781
Ariel Atkins,CHI,Assists,4.5,2025-06-17T11:02:49.811782
Kamilla Cardoso,CHI,Points,11.5,2025-06-17T11:02:49.811783
Kamilla Cardoso,CHI,Points,7.5,2025-06-17T11:02:49.811785
