projection_id,player_id,game_id,team_x,stat_type,line_score,start_time,updated_at,status,odds_type,is_live,is_promo,name,team_y,sport
5209983,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits,1.5,2025-06-03T22:10:00-04:00,2025-06-03T12:25:55-04:00,pre_game,demon,False,False,,,
5210192,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits+Runs+RBIs,2.5,2025-06-03T22:10:00-04:00,2025-06-03T19:00:39-04:00,pre_game,demon,False,False,,,
5209986,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Stolen Bases,0.5,2025-06-03T22:10:00-04:00,2025-06-03T19:59:10-04:00,pre_game,demon,False,False,,,
5210194,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hitter Strikeouts,0.5,2025-06-03T22:10:00-04:00,2025-06-03T12:26:03-04:00,pre_game,goblin,False,False,,,
5210190,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits+Runs+RBIs,0.5,2025-06-03T22:10:00-04:00,2025-06-03T12:26:03-04:00,pre_game,goblin,False,False,,,
5211203,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Singles,0.5,2025-06-03T22:10:00-04:00,2025-06-03T12:26:05-04:00,pre_game,demon,False,False,,,
5210025,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,RBIs,0.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:15-04:00,pre_game,demon,False,False,,,
5210251,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Total Bases,0.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:26-04:00,pre_game,goblin,False,False,,,
5210242,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hitter Strikeouts,0.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:25-04:00,pre_game,goblin,False,False,,,
5210023,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Home Runs,0.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:15-04:00,pre_game,demon,False,False,,,
5210243,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hitter Strikeouts,1.5,2025-06-03T22:10:00-04:00,2025-06-03T13:16:20-04:00,pre_game,demon,False,False,,,
5210027,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Total Bases,2.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:15-04:00,pre_game,demon,False,False,,,
5210241,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits+Runs+RBIs,2.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:25-04:00,pre_game,demon,False,False,,,
5210240,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits+Runs+RBIs,3.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:25-04:00,pre_game,demon,False,False,,,
5210021,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits,0.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:15-04:00,pre_game,goblin,False,False,,,
5210239,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits+Runs+RBIs,4.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:25-04:00,pre_game,demon,False,False,,,
5210024,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,RBIs,1.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:15-04:00,pre_game,demon,False,False,,,
5210244,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Runs,1.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:25-04:00,pre_game,demon,False,False,,,
5210022,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits,1.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:15-04:00,pre_game,demon,False,False,,,
5210020,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Doubles,0.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:14-04:00,pre_game,demon,False,False,,,
5210256,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Walks,0.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:26-04:00,pre_game,demon,False,False,,,
5210237,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits+Runs+RBIs,0.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:25-04:00,pre_game,goblin,False,False,,,
5210026,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Total Bases,3.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:15-04:00,pre_game,demon,False,False,,,
5210247,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Singles,1.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:26-04:00,pre_game,demon,False,False,,,
5213823,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Total Bases,0.5,2025-06-03T22:10:00-04:00,2025-06-03T17:57:43-04:00,pre_game,goblin,False,False,,,
5210037,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Total Bases,1.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:16-04:00,pre_game,demon,False,False,,,
5210029,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Doubles,0.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:15-04:00,pre_game,demon,False,False,,,
5210035,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Total Bases,3.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:16-04:00,pre_game,demon,False,False,,,
5210036,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Total Bases,2.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:16-04:00,pre_game,demon,False,False,,,
5210267,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits+Runs+RBIs,2.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:27-04:00,pre_game,demon,False,False,,,
5210032,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,RBIs,1.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:16-04:00,pre_game,demon,False,False,,,
5210265,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits+Runs+RBIs,3.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:27-04:00,pre_game,demon,False,False,,,
5210271,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hitter Strikeouts,1.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:27-04:00,pre_game,demon,False,False,,,
5210272,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Runs,0.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:27-04:00,pre_game,demon,False,False,,,
5210262,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits+Runs+RBIs,4.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:27-04:00,pre_game,demon,False,False,,,
5210031,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Home Runs,0.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:15-04:00,pre_game,demon,False,False,,,
5210033,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,RBIs,0.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:16-04:00,pre_game,demon,False,False,,,
5210034,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Singles,0.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:16-04:00,pre_game,demon,False,False,,,
5210261,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits+Runs+RBIs,0.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:26-04:00,pre_game,goblin,False,False,,,
5213822,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits,0.5,2025-06-03T22:10:00-04:00,2025-06-03T17:54:56-04:00,pre_game,goblin,False,False,,,
5210274,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Walks,1.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:27-04:00,pre_game,demon,False,False,,,
5210859,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Runs,1.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:26-04:00,pre_game,demon,False,False,,,
5210270,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hitter Strikeouts,0.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:27-04:00,pre_game,goblin,False,False,,,
5210030,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits,1.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:15-04:00,pre_game,demon,False,False,,,
5210329,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Walks,0.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:32-04:00,pre_game,demon,False,False,,,
5210326,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hitter Strikeouts,0.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:32-04:00,pre_game,goblin,False,False,,,
5210325,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits+Runs+RBIs,2.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:32-04:00,pre_game,demon,False,False,,,
5210321,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits+Runs+RBIs,0.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:31-04:00,pre_game,goblin,False,False,,,
5210323,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits+Runs+RBIs,4.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:31-04:00,pre_game,demon,False,False,,,
5210105,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Total Bases,2.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:22-04:00,pre_game,demon,False,False,,,
5210100,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,RBIs,0.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:22-04:00,pre_game,demon,False,False,,,
5210104,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Total Bases,3.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:22-04:00,pre_game,demon,False,False,,,
5210103,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Total Bases,0.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:22-04:00,pre_game,goblin,False,False,,,
5210106,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Total Bases,1.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:23-04:00,pre_game,demon,False,False,,,
5210327,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hitter Strikeouts,1.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:32-04:00,pre_game,demon,False,False,,,
5210322,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits+Runs+RBIs,1.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:31-04:00,pre_game,standard,False,False,,,
5210101,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Runs,0.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:22-04:00,pre_game,demon,False,False,,,
5210328,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Singles,1.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:32-04:00,pre_game,demon,False,False,,,
5210324,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits+Runs+RBIs,3.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:32-04:00,pre_game,demon,False,False,,,
5210098,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Home Runs,0.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:22-04:00,pre_game,demon,False,False,,,
5212311,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Runs,1.5,2025-06-03T22:10:00-04:00,2025-06-03T14:08:19-04:00,pre_game,demon,False,False,,,
5213918,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Walks,1.5,2025-06-03T22:10:00-04:00,2025-06-03T18:02:18-04:00,pre_game,demon,False,False,,,
5210095,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Doubles,0.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:22-04:00,pre_game,demon,False,False,,,
5210096,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits,0.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:22-04:00,pre_game,goblin,False,False,,,
5210097,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits,1.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:22-04:00,pre_game,demon,False,False,,,
5210099,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,RBIs,1.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:22-04:00,pre_game,demon,False,False,,,
5211075,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Pitcher Strikeouts,4.0,2025-06-03T22:10:00-04:00,2025-06-03T20:46:35-04:00,pre_game,standard,False,False,,,
5210229,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits Allowed,3.5,2025-06-03T22:10:00-04:00,2025-06-03T18:36:03-04:00,pre_game,goblin,False,False,,,
5210348,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Pitcher Strikeouts,4.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:25-04:00,pre_game,demon,False,False,,,
5210018,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Pitcher Strikeouts,3.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:14-04:00,pre_game,goblin,False,False,,,
5210231,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits Allowed,6.5,2025-06-03T22:10:00-04:00,2025-06-03T18:36:03-04:00,pre_game,demon,False,False,,,
5214136,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Pitching Outs,14.5,2025-06-03T22:10:00-04:00,2025-06-03T18:54:43-04:00,pre_game,goblin,False,False,,,
5210019,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Pitcher Strikeouts,5.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:14-04:00,pre_game,demon,False,False,,,
5210235,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Walks Allowed,3.5,2025-06-03T22:10:00-04:00,2025-06-03T18:36:39-04:00,pre_game,demon,False,False,,,
5210236,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Walks Allowed,2.5,2025-06-03T22:10:00-04:00,2025-06-03T18:36:39-04:00,pre_game,demon,False,False,,,
5214297,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Pitcher Strikeouts,2.5,2025-06-03T22:10:00-04:00,2025-06-03T19:42:55-04:00,pre_game,goblin,False,False,,,
5210234,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Walks Allowed,1.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:24-04:00,pre_game,standard,False,False,,,
5210226,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Earned Runs Allowed,1.5,2025-06-03T22:10:00-04:00,2025-06-03T18:36:03-04:00,pre_game,goblin,False,False,,,
5210233,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Pitcher Strikeouts,6.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:24-04:00,pre_game,demon,False,False,,,
5210228,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Earned Runs Allowed,3.5,2025-06-03T22:10:00-04:00,2025-06-03T18:36:39-04:00,pre_game,demon,False,False,,,
5210232,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits Allowed,5.5,2025-06-03T22:10:00-04:00,2025-06-03T18:36:03-04:00,pre_game,demon,False,False,,,
5210227,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Earned Runs Allowed,4.5,2025-06-03T22:10:00-04:00,2025-06-03T18:36:39-04:00,pre_game,demon,False,False,,,
5209918,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Total Bases,2.5,2025-06-03T22:10:00-04:00,2025-06-03T19:40:35-04:00,pre_game,demon,False,False,,,
5210128,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hitter Strikeouts,0.5,2025-06-03T22:10:00-04:00,2025-06-03T12:25:58-04:00,pre_game,goblin,False,False,,,
5209915,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,RBIs,0.5,2025-06-03T22:10:00-04:00,2025-06-03T12:25:49-04:00,pre_game,demon,False,False,,,
5210123,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits+Runs+RBIs,0.5,2025-06-03T22:10:00-04:00,2025-06-03T12:25:57-04:00,pre_game,goblin,False,False,,,
5210124,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits+Runs+RBIs,1.5,2025-06-03T22:10:00-04:00,2025-06-03T12:25:57-04:00,pre_game,standard,False,False,,,
5209914,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,RBIs,1.5,2025-06-03T22:10:00-04:00,2025-06-03T12:25:49-04:00,pre_game,demon,False,False,,,
5210127,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits+Runs+RBIs,2.5,2025-06-03T22:10:00-04:00,2025-06-03T12:25:57-04:00,pre_game,demon,False,False,,,
5210125,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits+Runs+RBIs,4.5,2025-06-03T22:10:00-04:00,2025-06-03T17:27:31-04:00,pre_game,demon,False,False,,,
5209913,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Home Runs,0.5,2025-06-03T22:10:00-04:00,2025-06-03T12:25:49-04:00,pre_game,demon,False,False,,,
5210126,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits+Runs+RBIs,3.5,2025-06-03T22:10:00-04:00,2025-06-03T12:25:57-04:00,pre_game,demon,False,False,,,
5209919,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Total Bases,1.5,2025-06-03T22:10:00-04:00,2025-06-03T12:25:50-04:00,pre_game,demon,False,False,,,
5209917,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Total Bases,3.5,2025-06-03T22:10:00-04:00,2025-06-03T12:25:49-04:00,pre_game,demon,False,False,,,
5209912,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits,1.5,2025-06-03T22:10:00-04:00,2025-06-03T12:25:49-04:00,pre_game,demon,False,False,,,
5209910,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Doubles,0.5,2025-06-03T22:10:00-04:00,2025-06-03T12:26:06-04:00,pre_game,demon,False,False,,,
5210132,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Walks,0.5,2025-06-03T22:10:00-04:00,2025-06-03T12:25:58-04:00,pre_game,demon,False,False,,,
5210131,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Total Bases,0.5,2025-06-03T22:10:00-04:00,2025-06-03T12:25:58-04:00,pre_game,goblin,False,False,,,
5210130,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Singles,1.5,2025-06-03T22:10:00-04:00,2025-06-03T15:49:11-04:00,pre_game,demon,False,False,,,
5209911,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits,0.5,2025-06-03T22:10:00-04:00,2025-06-03T12:25:49-04:00,pre_game,goblin,False,False,,,
5209916,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Runs,0.5,2025-06-03T22:10:00-04:00,2025-06-03T12:25:49-04:00,pre_game,demon,False,False,,,
5210129,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hitter Strikeouts,1.5,2025-06-03T22:10:00-04:00,2025-06-03T12:25:58-04:00,pre_game,demon,False,False,,,
5210291,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Total Bases,0.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:29-04:00,pre_game,goblin,False,False,,,
5210287,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hitter Strikeouts,0.5,2025-06-03T22:10:00-04:00,2025-06-03T18:01:33-04:00,pre_game,standard,False,False,,,
5210052,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,RBIs,1.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:17-04:00,pre_game,demon,False,False,,,
5210286,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits+Runs+RBIs,2.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:28-04:00,pre_game,demon,False,False,,,
5210051,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Home Runs,0.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:17-04:00,pre_game,demon,False,False,,,
5210288,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hitter Strikeouts,1.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:28-04:00,pre_game,demon,False,False,,,
5210289,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Runs,1.5,2025-06-03T22:10:00-04:00,2025-06-03T14:13:33-04:00,pre_game,demon,False,False,,,
5210055,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Stolen Bases,0.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:18-04:00,pre_game,demon,False,False,,,
5210057,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Total Bases,2.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:18-04:00,pre_game,demon,False,False,,,
5210284,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits+Runs+RBIs,4.5,2025-06-03T22:10:00-04:00,2025-06-03T12:43:24-04:00,pre_game,demon,False,False,,,
5210056,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Total Bases,3.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:18-04:00,pre_game,demon,False,False,,,
5210058,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Total Bases,1.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:18-04:00,pre_game,demon,False,False,,,
5210290,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Singles,1.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:29-04:00,pre_game,demon,False,False,,,
5210050,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits,1.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:17-04:00,pre_game,demon,False,False,,,
5210049,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits,0.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:17-04:00,pre_game,goblin,False,False,,,
5210048,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Doubles,0.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:17-04:00,pre_game,demon,False,False,,,
5210053,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,RBIs,0.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:18-04:00,pre_game,demon,False,False,,,
5210282,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits+Runs+RBIs,0.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:28-04:00,pre_game,goblin,False,False,,,
5210292,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Walks,1.5,2025-06-03T22:10:00-04:00,2025-06-03T16:12:55-04:00,pre_game,demon,False,False,,,
5210285,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits+Runs+RBIs,3.5,2025-06-03T22:10:00-04:00,2025-06-03T12:42:28-04:00,pre_game,demon,False,False,,,
5214137,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits+Runs+RBIs,3.5,2025-06-03T22:10:00-04:00,2025-06-03T19:44:33-04:00,pre_game,demon,False,False,,,
5214122,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits,0.5,2025-06-03T22:10:00-04:00,2025-06-03T19:01:20-04:00,pre_game,goblin,False,False,,,
5214138,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits+Runs+RBIs,2.5,2025-06-03T22:10:00-04:00,2025-06-03T19:51:26-04:00,pre_game,demon,False,False,,,
5214139,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits+Runs+RBIs,1.5,2025-06-03T22:10:00-04:00,2025-06-03T19:01:56-04:00,pre_game,demon,False,False,,,
5214142,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Singles,1.5,2025-06-03T22:10:00-04:00,2025-06-03T18:57:10-04:00,pre_game,demon,False,False,,,
5214141,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hitter Strikeouts,0.5,2025-06-03T22:10:00-04:00,2025-06-03T19:01:53-04:00,pre_game,demon,False,False,,,
5214140,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits+Runs+RBIs,0.5,2025-06-03T22:10:00-04:00,2025-06-03T19:17:59-04:00,pre_game,goblin,False,False,,,
5214125,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Total Bases,3.5,2025-06-03T22:10:00-04:00,2025-06-03T21:05:14-04:00,pre_game,demon,False,False,,,
5214126,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Total Bases,2.5,2025-06-03T22:10:00-04:00,2025-06-03T19:01:15-04:00,pre_game,demon,False,False,,,
5214121,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits,1.5,2025-06-03T22:10:00-04:00,2025-06-03T19:24:24-04:00,pre_game,demon,False,False,,,
5214120,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Doubles,0.5,2025-06-03T22:10:00-04:00,2025-06-03T18:50:57-04:00,pre_game,demon,False,False,,,
5214128,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Total Bases,0.5,2025-06-03T22:10:00-04:00,2025-06-03T19:00:01-04:00,pre_game,goblin,False,False,,,
5214127,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Total Bases,1.5,2025-06-03T22:10:00-04:00,2025-06-03T19:04:26-04:00,pre_game,demon,False,False,,,
5214124,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Runs,0.5,2025-06-03T22:10:00-04:00,2025-06-03T20:15:21-04:00,pre_game,demon,False,False,,,
5214123,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,RBIs,0.5,2025-06-03T22:10:00-04:00,2025-06-03T19:03:41-04:00,pre_game,demon,False,False,,,
5211413,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,1st Inning Pitches Thrown,16.5,2025-06-03T22:10:00-04:00,2025-06-03T10:44:44-04:00,pre_game,standard,False,False,,,
5211380,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,1+2 Inning Pitcher Strikeouts,1.5,2025-06-03T22:10:00-04:00,2025-06-03T10:02:08-04:00,pre_game,standard,False,False,,,
5210198,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Earned Runs Allowed,1.5,2025-06-03T22:10:00-04:00,2025-06-03T12:26:03-04:00,pre_game,goblin,False,False,,,
5210206,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Walks Allowed,1.5,2025-06-03T22:10:00-04:00,2025-06-03T12:26:04-04:00,pre_game,goblin,False,False,,,
5210204,nan,MLB_game_u7T2aZa4jemn1tFefWwcfCCB,,Hits Allowed,6.5,2025-06-03T22:10:00-04:00,2025-06-03T12:26:04-04:00,pre_game,demon,False,False,,,
