player_name,stat_type,line,predicted_value,confidence_score,volatility_score,recommendation,bbref_id,timestamp,line_diff,abs_diff,trap_type,trap_probability,detection_method,line_intent,action_required,reason,extracted_date,cycle_phase,cycle_risk_tag,perf_trend,corrected_risk_tag
Brittney Griner,Points,10.5,10.8,0.0,0.5,EXCELLENT,grinebr01w,2025-06-17T11:02:51.795352,-0.3000000000000007,0.3000000000000007,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Sabrina Ionescu,Rebs+Asts,9.0,8.7,0.0,0.5,EXCELLENT,ionessa01w,2025-06-17T11:02:51.944080,0.3000000000000007,0.3000000000000007,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Napheesa Collier,Rebounds,8.5,8.8,0.0,0.5,EXCELLENT,collina01w,2025-06-17T11:02:52.054402,-0.3000000000000007,0.3000000000000007,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Kayla McBride,Points,14.5,14.2,0.0,0.5,EXCELLENT,mcbrika01w,2025-06-17T11:02:52.102780,0.3000000000000007,0.3000000000000007,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,luteal,NEUTRAL,1.0,TARGET_LUTEAL
DiJonai Carrington,Pts+Rebs+Asts,20.5,20.8,0.0,0.5,EXCELLENT,carridi01w,2025-06-17T11:02:52.475335,-0.3000000000000007,0.3000000000000007,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
DiJonai Carrington,Points,13.0,13.3,0.0,0.5,EXCELLENT,carridi01w,2025-06-17T11:02:52.490656,-0.3000000000000007,0.3000000000000007,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Veronica Burton,Pts+Asts,17.0,17.3,0.0,0.5,EXCELLENT,burtove01w,2025-06-17T11:02:52.576154,-0.3000000000000007,0.3000000000000007,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Brittney Sykes,Pts+Rebs,23.5,23.8,0.0,0.5,EXCELLENT,sykesbr01w,2025-06-17T11:02:52.620358,-0.3000000000000007,0.3000000000000007,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Kiki Iriafen,Rebounds,9.5,9.8,0.0,0.5,EXCELLENT,iriafki01w,2025-06-17T11:02:52.774274,-0.3000000000000007,0.3000000000000007,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Ezi Magbegor,Points,8.5,8.2,0.0,0.5,EXCELLENT,magbeez01w,2025-06-17T11:02:52.888447,0.3000000000000007,0.3000000000000007,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Azura Stevens,Points,12.5,12.8,0.0,0.5,EXCELLENT,steveaz01w,2025-06-17T11:02:52.933947,-0.3000000000000007,0.3000000000000007,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Skylar Diggins,Points,17.5,17.8,0.0,0.5,EXCELLENT,diggisk01w,2025-06-17T11:02:52.969216,-0.3000000000000007,0.3000000000000007,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Skylar Diggins,Pts+Rebs+Asts,26.5,26.2,0.0,0.5,EXCELLENT,diggisk01w,2025-06-17T11:02:52.985099,0.3000000000000007,0.3000000000000007,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Paige Bueckers,Assists,6.5,6.12,0.0,0.5,EXCELLENT,bueckpa01w,2025-06-17T11:02:52.427676,0.3799999999999999,0.3799999999999999,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Paige Bueckers,Rebs+Asts,11.0,10.62,0.0,0.5,EXCELLENT,bueckpa01w,2025-06-17T11:02:52.470757,0.3800000000000008,0.3800000000000008,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Caitlin Clark,Points,21.5,21.1,0.0,0.5,EXCELLENT,clarkca01w,2025-06-17T11:02:51.468619,0.3999999999999986,0.3999999999999986,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Brittney Griner,Pts+Rebs+Asts,18.0,17.6,0.0,0.5,EXCELLENT,grinebr01w,2025-06-17T11:02:51.792414,0.3999999999999986,0.3999999999999986,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Brionna Jones,Pts+Rebs+Asts,22.5,22.9,0.0,0.5,EXCELLENT,jonesbr01w,2025-06-17T11:02:51.835210,-0.3999999999999986,0.3999999999999986,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Natasha Cloud,Pts+Rebs+Asts,19.5,19.1,0.0,0.5,EXCELLENT,cloudna01w,2025-06-17T11:02:52.004250,0.3999999999999986,0.3999999999999986,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Veronica Burton,Pts+Rebs+Asts,21.0,21.4,0.0,0.5,EXCELLENT,burtove01w,2025-06-17T11:02:52.551700,-0.3999999999999986,0.3999999999999986,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Brittney Sykes,Points,19.0,19.4,0.0,0.5,EXCELLENT,sykesbr01w,2025-06-17T11:02:52.630923,-0.3999999999999986,0.3999999999999986,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Sabrina Ionescu,Rebounds,4.0,3.6,0.0,0.5,EXCELLENT,ionessa01w,2025-06-17T11:02:51.939210,0.3999999999999999,0.3999999999999999,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Napheesa Collier,Assists,3.5,3.9,0.0,0.5,EXCELLENT,collina01w,2025-06-17T11:02:52.052444,-0.3999999999999999,0.3999999999999999,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Chelsea Gray,3-PT Made,2.5,2.1,0.0,0.5,EXCELLENT,grayych01w,2025-06-17T11:02:52.232048,0.3999999999999999,0.3999999999999999,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Jackie Young,Rebounds,3.5,3.9,0.0,0.5,EXCELLENT,youngja01w,2025-06-17T11:02:52.275706,-0.3999999999999999,0.3999999999999999,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Jackie Young,3-PT Made,1.5,1.9,0.0,0.5,EXCELLENT,youngja01w,2025-06-17T11:02:52.287322,-0.3999999999999999,0.3999999999999999,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Ariel Atkins,Assists,3.5,3.1,0.0,0.5,EXCELLENT,atkinar01w,2025-06-17T11:02:52.699042,0.3999999999999999,0.3999999999999999,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Caitlin Clark,Assists,8.5,8.9,0.0,0.5,EXCELLENT,clarkca01w,2025-06-17T11:02:51.516201,-0.4000000000000003,0.4000000000000003,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Aliyah Boston,Points,13.5,13.9,0.0,0.5,EXCELLENT,bostoal01w,2025-06-17T11:02:51.576131,-0.4000000000000003,0.4000000000000003,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Aliyah Boston,Assists,4.5,4.1,0.0,0.5,EXCELLENT,bostoal01w,2025-06-17T11:02:51.595742,0.4000000000000003,0.4000000000000003,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Natasha Cloud,Assists,6.5,6.1,0.0,0.5,EXCELLENT,cloudna01w,2025-06-17T11:02:52.018825,0.4000000000000003,0.4000000000000003,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Jewell Loyd,Points,11.5,11.1,0.0,0.5,EXCELLENT,loyddje01w,2025-06-17T11:02:52.151459,0.4000000000000003,0.4000000000000003,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Chelsea Gray,Rebounds,4.5,4.1,0.0,0.5,EXCELLENT,grayych01w,2025-06-17T11:02:52.191330,0.4000000000000003,0.4000000000000003,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Courtney Williams,Points,11.5,11.1,0.0,0.5,EXCELLENT,willico01w,2025-06-17T11:02:52.299501,0.4000000000000003,0.4000000000000003,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Courtney Williams,Rebounds,4.0,4.4,0.0,0.5,EXCELLENT,willico01w,2025-06-17T11:02:52.317678,-0.4000000000000003,0.4000000000000003,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Veronica Burton,Points,11.5,11.9,0.0,0.5,EXCELLENT,burtove01w,2025-06-17T11:02:52.539161,-0.4000000000000003,0.4000000000000003,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Veronica Burton,Rebounds,4.5,4.1,0.0,0.5,EXCELLENT,burtove01w,2025-06-17T11:02:52.578214,0.4000000000000003,0.4000000000000003,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Brittney Sykes,Rebounds,4.0,4.4,0.0,0.5,EXCELLENT,sykesbr01w,2025-06-17T11:02:52.599984,-0.4000000000000003,0.4000000000000003,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Angel Reese,Rebounds,11.5,11.9,0.0,0.5,EXCELLENT,reesean01w,2025-06-17T11:02:52.637826,-0.4000000000000003,0.4000000000000003,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Ariel Atkins,Points,12.5,12.9,0.0,0.5,EXCELLENT,atkinar01w,2025-06-17T11:02:52.694744,-0.4000000000000003,0.4000000000000003,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Caitlin Clark,Rebounds,6.0,5.5,0.0,0.5,EXCELLENT,clarkca01w,2025-06-17T11:02:51.503668,0.5,0.5,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Aliyah Boston,Pts+Asts,17.5,18.0,0.0,0.5,EXCELLENT,bostoal01w,2025-06-17T11:02:51.602118,-0.5,0.5,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Tina Charles,Rebounds,6.0,5.5,0.0,0.5,EXCELLENT,charlti01w,2025-06-17T11:02:51.625457,0.5,0.5,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Olivia Nelson-Ododa,Rebounds,5.5,6.0,0.0,0.5,EXCELLENT,nelsool01w,2025-06-17T11:02:51.644422,-0.5,0.5,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Rhyne Howard,Rebounds,5.0,5.5,0.0,0.5,EXCELLENT,howarrh01w,2025-06-17T11:02:51.712865,-0.5,0.5,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Allisha Gray,Pts+Rebs+Asts,29.5,30.0,0.0,0.5,EXCELLENT,grayyal01w,2025-06-17T11:02:51.744316,-0.5,0.5,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Breanna Stewart,Points,20.0,19.5,0.0,0.5,EXCELLENT,stewabr01w,2025-06-17T11:02:51.857068,0.5,0.5,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Natasha Cloud,Points,8.5,9.0,0.0,0.5,EXCELLENT,cloudna01w,2025-06-17T11:02:52.016768,-0.5,0.5,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Natasha Cloud,Rebounds,3.5,4.0,0.0,0.5,EXCELLENT,cloudna01w,2025-06-17T11:02:52.022889,-0.5,0.5,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Natasha Cloud,Points,9.5,9.0,0.0,0.5,EXCELLENT,cloudna01w,2025-06-17T11:02:52.024896,0.5,0.5,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Jackie Young,Points,19.5,19.0,0.0,0.5,EXCELLENT,youngja01w,2025-06-17T11:02:52.252118,0.5,0.5,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Jackie Young,Points,19.5,19.0,0.0,0.5,EXCELLENT,youngja01w,2025-06-17T11:02:52.267992,0.5,0.5,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Jackie Young,Points,18.5,19.0,0.0,0.5,EXCELLENT,youngja01w,2025-06-17T11:02:52.285356,-0.5,0.5,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Arike Ogunbowale,Pts+Rebs+Asts,25.0,25.5,0.0,0.5,EXCELLENT,ogunbar01w,2025-06-17T11:02:52.410158,-0.5,0.5,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Paige Bueckers,Rebounds,5.0,4.5,0.0,0.5,EXCELLENT,bueckpa01w,2025-06-17T11:02:52.450824,0.5,0.5,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Monique Billings,Rebounds,5.5,5.0,0.0,0.5,EXCELLENT,billimo01w,2025-06-17T11:02:52.533479,0.5,0.5,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Ariel Atkins,Pts+Rebs,17.0,16.5,0.0,0.5,EXCELLENT,atkinar01w,2025-06-17T11:02:52.725782,0.5,0.5,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Gabby Williams,Pts+Rebs+Asts,24.5,24.0,0.0,0.5,EXCELLENT,williga01w,2025-06-17T11:02:52.872551,0.5,0.5,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Ezi Magbegor,Pts+Rebs,16.5,16.0,0.0,0.5,EXCELLENT,magbeez01w,2025-06-17T11:02:52.910198,0.5,0.5,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Caitlin Clark,Assists,9.5,8.9,0.0,0.5,EXCELLENT,clarkca01w,2025-06-17T11:02:51.487733,0.5999999999999996,0.5999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Aliyah Boston,Points,14.5,13.9,0.0,0.5,EXCELLENT,bostoal01w,2025-06-17T11:02:51.557909,0.5999999999999996,0.5999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Aliyah Boston,Assists,3.5,4.1,0.0,0.5,EXCELLENT,bostoal01w,2025-06-17T11:02:51.609963,-0.5999999999999996,0.5999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Rhyne Howard,Assists,4.0,4.6,0.0,0.5,EXCELLENT,howarrh01w,2025-06-17T11:02:51.671076,-0.5999999999999996,0.5999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Brionna Jones,Rebounds,8.0,8.6,0.0,0.5,EXCELLENT,jonesbr01w,2025-06-17T11:02:51.823625,-0.5999999999999996,0.5999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Breanna Stewart,Rebounds,6.0,5.4,0.0,0.5,EXCELLENT,stewabr01w,2025-06-17T11:02:51.878135,0.5999999999999996,0.5999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Sabrina Ionescu,Assists,4.5,5.1,0.0,0.5,EXCELLENT,ionessa01w,2025-06-17T11:02:51.894936,-0.5999999999999996,0.5999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Jonquel Jones,Rebounds,10.0,9.4,0.0,0.5,EXCELLENT,jonesjo01w,2025-06-17T11:02:51.960510,0.5999999999999996,0.5999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,luteal,NEUTRAL,1.0,TARGET_LUTEAL
Natasha Cloud,Pts+Asts,14.5,15.1,0.0,0.5,EXCELLENT,cloudna01w,2025-06-17T11:02:52.006221,-0.5999999999999996,0.5999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Natasha Cloud,Assists,5.5,6.1,0.0,0.5,EXCELLENT,cloudna01w,2025-06-17T11:02:52.010699,-0.5999999999999996,0.5999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Chelsea Gray,Points,14.5,15.1,0.0,0.5,EXCELLENT,grayych01w,2025-06-17T11:02:52.212614,-0.5999999999999996,0.5999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Chelsea Gray,Rebounds,3.5,4.1,0.0,0.5,EXCELLENT,grayych01w,2025-06-17T11:02:52.236105,-0.5999999999999996,0.5999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Courtney Williams,Points,10.5,11.1,0.0,0.5,EXCELLENT,willico01w,2025-06-17T11:02:52.313346,-0.5999999999999996,0.5999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Veronica Burton,Rebounds,3.5,4.1,0.0,0.5,EXCELLENT,burtove01w,2025-06-17T11:02:52.561696,-0.5999999999999996,0.5999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Veronica Burton,Assists,6.0,5.4,0.0,0.5,EXCELLENT,burtove01w,2025-06-17T11:02:52.572007,0.5999999999999996,0.5999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Ariel Atkins,Points,13.5,12.9,0.0,0.5,EXCELLENT,atkinar01w,2025-06-17T11:02:52.705175,0.5999999999999996,0.5999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Kamilla Cardoso,Points,11.5,10.9,0.0,0.5,EXCELLENT,cardoka01w,2025-06-17T11:02:52.744355,0.5999999999999996,0.5999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Dearica Hamby,Rebs+Asts,12.5,11.9,0.0,0.5,EXCELLENT,hambyde01w,2025-06-17T11:02:52.946201,0.5999999999999996,0.5999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Nneka Ogwumike,Rebounds,8.0,8.6,0.0,0.5,EXCELLENT,ogwumnn01w,2025-06-17T11:02:53.026222,-0.5999999999999996,0.5999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Jewell Loyd,Assists,1.5,2.1,0.0,0.5,EXCELLENT,loyddje01w,2025-06-17T11:02:52.187153,-0.6000000000000001,0.6000000000000001,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Chelsea Gray,3-PT Made,1.5,2.1,0.0,0.5,EXCELLENT,grayych01w,2025-06-17T11:02:52.222330,-0.6000000000000001,0.6000000000000001,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Jackie Young,3-PT Made,2.5,1.9,0.0,0.5,EXCELLENT,youngja01w,2025-06-17T11:02:52.289314,0.6000000000000001,0.6000000000000001,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Ariel Atkins,Assists,2.5,3.1,0.0,0.5,EXCELLENT,atkinar01w,2025-06-17T11:02:52.715251,-0.6000000000000001,0.6000000000000001,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Marina Mabrey,Pts+Rebs+Asts,26.0,26.6,0.0,0.5,EXCELLENT,mabrema01w,2025-06-17T11:02:51.466012,-0.6000000000000014,0.6000000000000014,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Caitlin Clark,Points,20.5,21.1,0.0,0.5,EXCELLENT,clarkca01w,2025-06-17T11:02:51.489769,-0.6000000000000014,0.6000000000000014,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Napheesa Collier,Points,25.5,26.1,0.0,0.5,EXCELLENT,collina01w,2025-06-17T11:02:52.038759,-0.6000000000000014,0.6000000000000014,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Skylar Diggins,Pts+Asts,23.5,24.1,0.0,0.5,EXCELLENT,diggisk01w,2025-06-17T11:02:52.999933,-0.6000000000000014,0.6000000000000014,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Paige Bueckers,Assists,5.5,6.12,0.0,0.5,EXCELLENT,bueckpa01w,2025-06-17T11:02:52.435327,-0.6200000000000001,0.6200000000000001,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Paige Bueckers,Points,18.0,17.38,0.0,0.5,EXCELLENT,bueckpa01w,2025-06-17T11:02:52.439090,0.620000000000001,0.620000000000001,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Paige Bueckers,Pts+Rebs,22.5,21.88,0.0,0.5,EXCELLENT,bueckpa01w,2025-06-17T11:02:52.443339,0.620000000000001,0.620000000000001,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Brionna Jones,Points,12.0,12.7,0.0,0.5,EXCELLENT,jonesbr01w,2025-06-17T11:02:51.821524,-0.6999999999999993,0.6999999999999993,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Courtney Williams,Pts+Rebs+Asts,20.5,21.2,0.0,0.5,EXCELLENT,willico01w,2025-06-17T11:02:52.347096,-0.6999999999999993,0.6999999999999993,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Alanna Smith,Points,9.5,10.2,0.0,0.5,EXCELLENT,smithal01w,2025-06-17T11:02:52.371463,-0.6999999999999993,0.6999999999999993,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,luteal,FADE_LUTEAL,1.0,TARGET_LUTEAL
Kayla Thornton,Pts+Rebs,22.5,21.8,0.0,0.5,EXCELLENT,thornka01w,2025-06-17T11:02:52.511563,0.6999999999999993,0.6999999999999993,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Angel Reese,Pts+Rebs+Asts,26.5,25.8,0.0,0.5,EXCELLENT,reesean01w,2025-06-17T11:02:52.651969,0.6999999999999993,0.6999999999999993,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Angel Reese,Pts+Rebs,23.0,22.3,0.0,0.5,EXCELLENT,reesean01w,2025-06-17T11:02:52.678013,0.6999999999999993,0.6999999999999993,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
