player_name,stat_type,line,predicted_value,confidence_score,volatility_score,recommendation,bbref_id,timestamp,line_diff,abs_diff,trap_type,trap_probability,detection_method,line_intent,action_required,betting_recommendation,expected_value,confidence
Brittney Sykes,Points,14.5,19.4,0.0,0.5,PASS,sykesbr01w,2025-06-17T11:02:52.595556,-4.899999999999999,4.899999999999999,GOBLIN,0.6899999999999998,MODERATE_GOBLIN_DIFF,,AVOID_UNDER,BET_GOBLIN,0.6200000000000001,0.9
Napheesa Collier,Pts+Rebs+Asts,44.5,38.8,0.0,0.5,PASS,collina01w,2025-06-17T11:02:52.036554,5.700000000000003,5.700000000000003,DEMON,0.6700000000000003,MODERATE_DEMON_DIFF,,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Kiki Iriafen,Points,19.5,13.8,0.0,0.5,PASS,iriafki01w,2025-06-17T11:02:52.787848,5.699999999999999,5.699999999999999,DEMON,0.6699999999999999,MODERATE_DEMON_DIFF,,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Aliyah Boston,Points,19.5,13.9,0.0,0.5,PASS,bostoal01w,2025-06-17T11:02:51.570074,5.6,5.6,DEMON,0.6599999999999999,MODERATE_DEMON_DIFF,,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Veronica Burton,Points,17.5,11.9,0.0,0.5,PASS,burtove01w,2025-06-17T11:02:52.555588,5.6,5.6,DEMON,0.6599999999999999,MODERATE_DEMON_DIFF,,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Natasha Cloud,Points,14.5,9.0,0.0,0.5,PASS,cloudna01w,2025-06-17T11:02:52.012612,5.5,5.5,DEMON,0.65,MODERATE_DEMON_DIFF,,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Jackie Young,Points,24.5,19.0,0.0,0.5,PASS,youngja01w,2025-06-17T11:02:52.279609,5.5,5.5,DEMON,0.65,MODERATE_DEMON_DIFF,,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Gabby Williams,Pts+Rebs+Asts,29.5,24.0,0.0,0.5,PASS,williga01w,2025-06-17T11:02:52.830131,5.5,5.5,DEMON,0.65,MODERATE_DEMON_DIFF,,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Allisha Gray,Pts+Rebs+Asts,25.5,30.0,0.0,0.5,PASS,grayyal01w,2025-06-17T11:02:51.765772,-4.5,4.5,GOBLIN,0.65,MODERATE_GOBLIN_DIFF,,AVOID_UNDER,BET_GOBLIN,0.6200000000000001,0.9
Gabby Williams,Pts+Rebs+Asts,19.5,24.0,0.0,0.5,PASS,williga01w,2025-06-17T11:02:52.862413,-4.5,4.5,GOBLIN,0.65,MODERATE_GOBLIN_DIFF,,AVOID_UNDER,BET_GOBLIN,0.6200000000000001,0.9
Jewell Loyd,Points,16.5,11.1,0.0,0.5,PASS,loyddje01w,2025-06-17T11:02:52.155392,5.4,5.4,DEMON,0.64,MODERATE_DEMON_DIFF,,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Aliyah Boston,Points,9.5,13.9,0.0,0.5,PASS,bostoal01w,2025-06-17T11:02:51.561746,-4.4,4.4,GOBLIN,0.64,MODERATE_GOBLIN_DIFF,,AVOID_UNDER,BET_GOBLIN,0.6200000000000001,0.9
Veronica Burton,Points,7.5,11.9,0.0,0.5,PASS,burtove01w,2025-06-17T11:02:52.547743,-4.4,4.4,GOBLIN,0.64,MODERATE_GOBLIN_DIFF,,AVOID_UNDER,BET_GOBLIN,0.6200000000000001,0.9
Jackie Young,Pts+Rebs+Asts,31.5,26.1,0.0,0.5,PASS,youngja01w,2025-06-17T11:02:52.277583,5.399999999999999,5.399999999999999,DEMON,0.6399999999999999,MODERATE_DEMON_DIFF,,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Kayla McBride,Points,19.5,14.2,0.0,0.5,PASS,mcbrika01w,2025-06-17T11:02:52.113578,5.300000000000001,5.300000000000001,DEMON,0.6300000000000001,MODERATE_DEMON_DIFF,,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Allisha Gray,Pts+Asts,20.5,24.8,0.0,0.5,PASS,grayyal01w,2025-06-17T11:02:51.767750,-4.300000000000001,4.300000000000001,GOBLIN,0.6300000000000001,MODERATE_GOBLIN_DIFF,,AVOID_UNDER,BET_GOBLIN,0.6200000000000001,0.9
Kiki Iriafen,Points,9.5,13.8,0.0,0.5,PASS,iriafki01w,2025-06-17T11:02:52.778103,-4.300000000000001,4.300000000000001,GOBLIN,0.6300000000000001,MODERATE_GOBLIN_DIFF,,AVOID_UNDER,BET_GOBLIN,0.6200000000000001,0.9
Kiki Iriafen,Rebounds,5.5,9.8,0.0,0.5,PASS,iriafki01w,2025-06-17T11:02:52.782002,-4.300000000000001,4.300000000000001,GOBLIN,0.6300000000000001,MODERATE_GOBLIN_DIFF,,AVOID_UNDER,BET_GOBLIN,0.6200000000000001,0.9
Napheesa Collier,Pts+Rebs+Asts,34.5,38.8,0.0,0.5,PASS,collina01w,2025-06-17T11:02:52.068186,-4.299999999999997,4.299999999999997,GOBLIN,0.6299999999999997,MODERATE_GOBLIN_DIFF,,AVOID_UNDER,BET_GOBLIN,0.6200000000000001,0.9
Jewell Loyd,Pts+Rebs+Asts,22.5,17.4,0.0,0.5,PASS,loyddje01w,2025-06-17T11:02:52.137560,5.100000000000001,5.100000000000001,DEMON,0.6100000000000001,MODERATE_DEMON_DIFF,,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Brittney Sykes,Points,24.5,19.4,0.0,0.5,PASS,sykesbr01w,2025-06-17T11:02:52.588259,5.100000000000001,5.100000000000001,DEMON,0.6100000000000001,MODERATE_DEMON_DIFF,,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Allisha Gray,Points,16.5,20.6,0.0,0.5,PASS,grayyal01w,2025-06-17T11:02:51.742316,-4.100000000000001,4.100000000000001,GOBLIN,0.6100000000000001,MODERATE_GOBLIN_DIFF,,AVOID_UNDER,BET_GOBLIN,0.6200000000000001,0.9
Jonquel Jones,Points,17.5,12.4,0.0,0.5,PASS,jonesjo01w,2025-06-17T11:02:51.964450,5.1,5.1,DEMON,0.61,MODERATE_DEMON_DIFF,,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Jonquel Jones,Rebounds,14.5,9.4,0.0,0.5,PASS,jonesjo01w,2025-06-17T11:02:51.973277,5.1,5.1,DEMON,0.61,MODERATE_DEMON_DIFF,,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Kayla Thornton,Points,19.5,14.4,0.0,0.5,PASS,thornka01w,2025-06-17T11:02:52.497355,5.1,5.1,DEMON,0.61,MODERATE_DEMON_DIFF,,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Breanna Stewart,Points,24.5,19.5,0.0,0.5,PASS,stewabr01w,2025-06-17T11:02:51.875037,5.0,5.0,DEMON,0.6,"MODERATE_DEMON_DIFF, INTENT_BASED",STAR_PLAYER_TRAP,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Sabrina Ionescu,Points,24.5,19.5,0.0,0.5,PASS,ionessa01w,2025-06-17T11:02:51.916542,5.0,5.0,DEMON,0.6,MODERATE_DEMON_DIFF,,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Gabby Williams,Points,11.5,15.4,0.0,0.5,PASS,williga01w,2025-06-17T11:02:52.876378,-3.9,3.9,GOBLIN,0.5900000000000001,MODERATE_GOBLIN_DIFF,,AVOID_UNDER,BET_GOBLIN,0.6020000000000001,0.89
Ariel Atkins,Pts+Rebs+Asts,24.5,19.6,0.0,0.5,PASS,atkinar01w,2025-06-17T11:02:52.723840,4.899999999999999,4.899999999999999,DEMON,0.5899999999999999,MODERATE_DEMON_DIFF,,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Rhyne Howard,Pts+Rebs+Asts,24.5,28.4,0.0,0.5,PASS,howarrh01w,2025-06-17T11:02:51.681941,-3.899999999999999,3.899999999999999,GOBLIN,0.5899999999999999,MODERATE_GOBLIN_DIFF,,AVOID_UNDER,BET_GOBLIN,0.6019999999999999,0.8899999999999999
Breanna Stewart,Pts+Rebs+Asts,24.5,28.4,0.0,0.5,PASS,stewabr01w,2025-06-17T11:02:51.866592,-3.899999999999999,3.899999999999999,GOBLIN,0.5899999999999999,MODERATE_GOBLIN_DIFF,,AVOID_UNDER,BET_GOBLIN,0.6019999999999999,0.8899999999999999
Brionna Jones,Points,17.5,12.7,0.0,0.5,PASS,jonesbr01w,2025-06-17T11:02:51.837209,4.800000000000001,4.800000000000001,DEMON,0.5800000000000001,MODERATE_DEMON_DIFF,,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Rhyne Howard,Points,14.5,18.3,0.0,0.5,PASS,howarrh01w,2025-06-17T11:02:51.664736,-3.8000000000000007,3.8000000000000007,GOBLIN,0.5800000000000001,MODERATE_GOBLIN_DIFF,,AVOID_UNDER,BET_GOBLIN,0.5840000000000003,0.8800000000000001
Allisha Gray,Pts+Rebs,22.0,25.8,0.0,0.5,PASS,grayyal01w,2025-06-17T11:02:51.719294,-3.8000000000000007,3.8000000000000007,GOBLIN,0.5800000000000001,MODERATE_GOBLIN_DIFF,,AVOID_UNDER,BET_GOBLIN,0.5840000000000003,0.8800000000000001
DiJonai Carrington,Points,9.5,13.3,0.0,0.5,PASS,carridi01w,2025-06-17T11:02:52.479923,-3.8000000000000007,3.8000000000000007,GOBLIN,0.5800000000000001,MODERATE_GOBLIN_DIFF,,AVOID_UNDER,BET_GOBLIN,0.5840000000000003,0.8800000000000001
Brittney Sykes,Pts+Rebs+Asts,24.5,28.3,0.0,0.5,PASS,sykesbr01w,2025-06-17T11:02:52.622532,-3.8000000000000007,3.8000000000000007,GOBLIN,0.5800000000000001,MODERATE_GOBLIN_DIFF,,AVOID_UNDER,BET_GOBLIN,0.5840000000000003,0.8800000000000001
Azura Stevens,Rebounds,5.5,9.3,0.0,0.5,PASS,steveaz01w,2025-06-17T11:02:52.925916,-3.8000000000000007,3.8000000000000007,GOBLIN,0.5800000000000001,MODERATE_GOBLIN_DIFF,,AVOID_UNDER,BET_GOBLIN,0.5840000000000003,0.8800000000000001
Lexie Hull,Points,14.5,9.8,0.0,0.5,PASS,hulllle01w,2025-06-17T11:02:51.401690,4.699999999999999,4.699999999999999,DEMON,0.57,MODERATE_DEMON_DIFF,,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Sonia Citron,Points,17.5,12.8,0.0,0.5,PASS,citroso01w,2025-06-17T11:02:52.822378,4.699999999999999,4.699999999999999,DEMON,0.57,MODERATE_DEMON_DIFF,,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Azura Stevens,Points,17.5,12.8,0.0,0.5,PASS,steveaz01w,2025-06-17T11:02:52.916983,4.699999999999999,4.699999999999999,DEMON,0.57,MODERATE_DEMON_DIFF,,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Sabrina Ionescu,Pts+Rebs+Asts,24.5,28.2,0.0,0.5,PASS,ionessa01w,2025-06-17T11:02:51.914429,-3.6999999999999993,3.6999999999999993,GOBLIN,0.57,MODERATE_GOBLIN_DIFF,,AVOID_UNDER,BET_GOBLIN,0.5659999999999998,0.8699999999999999
Caitlin Clark,Points,17.5,21.1,0.0,0.5,PASS,clarkca01w,2025-06-17T11:02:51.520487,-3.6000000000000014,3.6000000000000014,GOBLIN,0.5600000000000002,MODERATE_GOBLIN_DIFF,,AVOID_UNDER,BET_GOBLIN,0.5480000000000003,0.8600000000000001
Napheesa Collier,Points,22.5,26.1,0.0,0.5,PASS,collina01w,2025-06-17T11:02:52.063740,-3.6000000000000014,3.6000000000000014,GOBLIN,0.5600000000000002,MODERATE_GOBLIN_DIFF,,AVOID_UNDER,BET_GOBLIN,0.5480000000000003,0.8600000000000001
Caitlin Clark,Assists,13.5,8.9,0.0,0.5,PASS,clarkca01w,2025-06-17T11:02:51.522603,4.6,4.6,DEMON,0.5599999999999999,"MODERATE_DEMON_DIFF, INTENT_BASED",STAR_PLAYER_TRAP,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Ariel Atkins,Points,17.5,12.9,0.0,0.5,PASS,atkinar01w,2025-06-17T11:02:52.740462,4.6,4.6,DEMON,0.5599999999999999,MODERATE_DEMON_DIFF,,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Chelsea Gray,Points,11.5,15.1,0.0,0.5,PASS,grayych01w,2025-06-17T11:02:52.218296,-3.6,3.6,GOBLIN,0.5599999999999999,MODERATE_GOBLIN_DIFF,,AVOID_UNDER,BET_GOBLIN,0.5480000000000003,0.8600000000000001
Courtney Williams,Points,7.5,11.1,0.0,0.5,PASS,willico01w,2025-06-17T11:02:52.345268,-3.6,3.6,GOBLIN,0.5599999999999999,MODERATE_GOBLIN_DIFF,,AVOID_UNDER,BET_GOBLIN,0.5480000000000003,0.8600000000000001
Allisha Gray,Pts+Rebs+Asts,34.5,30.0,0.0,0.5,PASS,grayyal01w,2025-06-17T11:02:51.776790,4.5,4.5,DEMON,0.55,MODERATE_DEMON_DIFF,,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Natasha Cloud,Points,5.5,9.0,0.0,0.5,PASS,cloudna01w,2025-06-17T11:02:52.026810,-3.5,3.5,GOBLIN,0.55,MODERATE_GOBLIN_DIFF,,AVOID_UNDER,BET_GOBLIN,0.5300000000000002,0.8500000000000001
Paige Bueckers,Pts+Rebs+Asts,24.5,28.0,0.0,0.5,PASS,bueckpa01w,2025-06-17T11:02:52.467209,-3.5,3.5,GOBLIN,0.55,MODERATE_GOBLIN_DIFF,,AVOID_UNDER,BET_GOBLIN,0.5300000000000002,0.8500000000000001
Chelsea Gray,Points,19.5,15.1,0.0,0.5,PASS,grayych01w,2025-06-17T11:02:52.206852,4.4,4.4,DEMON,0.54,MODERATE_DEMON_DIFF,,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Angel Reese,Rebounds,8.5,11.9,0.0,0.5,PASS,reesean01w,2025-06-17T11:02:52.643888,-3.4000000000000004,3.4000000000000004,GOBLIN,0.54,MODERATE_GOBLIN_DIFF,,AVOID_UNDER,BET_GOBLIN,0.5120000000000002,0.8400000000000001
Ariel Atkins,Points,9.5,12.9,0.0,0.5,PASS,atkinar01w,2025-06-17T11:02:52.709294,-3.4000000000000004,3.4000000000000004,GOBLIN,0.54,MODERATE_GOBLIN_DIFF,,AVOID_UNDER,BET_GOBLIN,0.5120000000000002,0.8400000000000001
Kamilla Cardoso,Points,7.5,10.9,0.0,0.5,PASS,cardoka01w,2025-06-17T11:02:52.746407,-3.4000000000000004,3.4000000000000004,GOBLIN,0.54,MODERATE_GOBLIN_DIFF,,AVOID_UNDER,BET_GOBLIN,0.5120000000000002,0.8400000000000001
Paige Bueckers,Assists,10.5,6.12,0.0,0.5,PASS,bueckpa01w,2025-06-17T11:02:52.445138,4.38,4.38,DEMON,0.538,MODERATE_DEMON_DIFF,,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Jewell Loyd,Pts+Asts,17.5,13.2,0.0,0.5,PASS,loyddje01w,2025-06-17T11:02:52.149427,4.300000000000001,4.300000000000001,DEMON,0.53,MODERATE_DEMON_DIFF,,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Alanna Smith,Points,14.5,10.2,0.0,0.5,PASS,smithal01w,2025-06-17T11:02:52.375560,4.300000000000001,4.300000000000001,DEMON,0.53,MODERATE_DEMON_DIFF,,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Jackie Young,Assists,7.5,3.2,0.0,0.5,PASS,youngja01w,2025-06-17T11:02:52.271741,4.3,4.3,DEMON,0.53,MODERATE_DEMON_DIFF,,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Brittney Griner,Points,7.5,10.8,0.0,0.5,PASS,grinebr01w,2025-06-17T11:02:51.783141,-3.3000000000000007,3.3000000000000007,GOBLIN,0.53,MODERATE_GOBLIN_DIFF,,AVOID_UNDER,BET_GOBLIN,0.4940000000000002,0.8300000000000001
Kiki Iriafen,Rebounds,6.5,9.8,0.0,0.5,PASS,iriafki01w,2025-06-17T11:02:52.776175,-3.3000000000000007,3.3000000000000007,GOBLIN,0.53,MODERATE_GOBLIN_DIFF,,AVOID_UNDER,BET_GOBLIN,0.4940000000000002,0.8300000000000001
Sonia Citron,Points,9.5,12.8,0.0,0.5,PASS,citroso01w,2025-06-17T11:02:52.813004,-3.3000000000000007,3.3000000000000007,GOBLIN,0.53,MODERATE_GOBLIN_DIFF,,AVOID_UNDER,BET_GOBLIN,0.4940000000000002,0.8300000000000001
Skylar Diggins,Points,14.5,17.8,0.0,0.5,PASS,diggisk01w,2025-06-17T11:02:52.983174,-3.3000000000000007,3.3000000000000007,GOBLIN,0.53,MODERATE_GOBLIN_DIFF,,AVOID_UNDER,BET_GOBLIN,0.4940000000000002,0.8300000000000001
Brionna Jones,Points,9.5,12.7,0.0,0.5,PASS,jonesbr01w,2025-06-17T11:02:51.813253,-3.1999999999999997,3.1999999999999997,GOBLIN,0.5199999999999999,MODERATE_GOBLIN_DIFF,,AVOID_UNDER,BET_GOBLIN,0.4760000000000002,0.8200000000000001
Jewell Loyd,Pts+Rebs+Asts,21.5,17.4,0.0,0.5,PASS,loyddje01w,2025-06-17T11:02:52.159366,4.100000000000001,4.100000000000001,DEMON,0.5100000000000001,MODERATE_DEMON_DIFF,,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Marina Mabrey,Points,14.5,17.6,0.0,0.5,PASS,mabrema01w,2025-06-17T11:02:51.431366,-3.1000000000000014,3.1000000000000014,GOBLIN,0.5100000000000001,MODERATE_GOBLIN_DIFF,,AVOID_UNDER,BET_GOBLIN,0.4580000000000003,0.8100000000000002
Chelsea Gray,Pts+Rebs+Asts,19.5,22.6,0.0,0.5,PASS,grayych01w,2025-06-17T11:02:52.204923,-3.1000000000000014,3.1000000000000014,GOBLIN,0.5100000000000001,MODERATE_GOBLIN_DIFF,,AVOID_UNDER,BET_GOBLIN,0.4580000000000003,0.8100000000000002
Kiki Iriafen,Pts+Rebs,20.5,23.6,0.0,0.5,PASS,iriafki01w,2025-06-17T11:02:52.797953,-3.1000000000000014,3.1000000000000014,GOBLIN,0.5100000000000001,MODERATE_GOBLIN_DIFF,,AVOID_UNDER,BET_GOBLIN,0.4580000000000003,0.8100000000000002
Breanna Stewart,Rebounds,9.5,5.4,0.0,0.5,PASS,stewabr01w,2025-06-17T11:02:51.873068,4.1,4.1,DEMON,0.51,"MODERATE_DEMON_DIFF, INTENT_BASED",STAR_PLAYER_TRAP,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Jonquel Jones,Rebounds,13.5,9.4,0.0,0.5,PASS,jonesjo01w,2025-06-17T11:02:51.979378,4.1,4.1,DEMON,0.51,MODERATE_DEMON_DIFF,,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Chelsea Gray,Assists,7.5,3.4,0.0,0.5,PASS,grayych01w,2025-06-17T11:02:52.193229,4.1,4.1,DEMON,0.51,MODERATE_DEMON_DIFF,,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Kayla Thornton,Rebounds,11.5,7.4,0.0,0.5,PASS,thornka01w,2025-06-17T11:02:52.502051,4.1,4.1,DEMON,0.51,MODERATE_DEMON_DIFF,,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Veronica Burton,Assists,9.5,5.4,0.0,0.5,PASS,burtove01w,2025-06-17T11:02:52.543816,4.1,4.1,DEMON,0.51,MODERATE_DEMON_DIFF,,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Angel Reese,Points,14.5,10.4,0.0,0.5,PASS,reesean01w,2025-06-17T11:02:52.633818,4.1,4.1,DEMON,0.51,MODERATE_DEMON_DIFF,,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Gabby Williams,Points,19.5,15.4,0.0,0.5,PASS,williga01w,2025-06-17T11:02:52.864485,4.1,4.1,DEMON,0.51,MODERATE_DEMON_DIFF,,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Brionna Jones,Rebounds,5.5,8.6,0.0,0.5,PASS,jonesbr01w,2025-06-17T11:02:51.809455,-3.1,3.1,GOBLIN,0.51,MODERATE_GOBLIN_DIFF,,AVOID_UNDER,BET_GOBLIN,0.4580000000000002,0.81
Nneka Ogwumike,Rebounds,5.5,8.6,0.0,0.5,PASS,ogwumnn01w,2025-06-17T11:02:53.009687,-3.1,3.1,GOBLIN,0.51,MODERATE_GOBLIN_DIFF,,AVOID_UNDER,BET_GOBLIN,0.4580000000000002,0.81
Caitlin Clark,Rebounds,9.5,5.5,0.0,0.5,PASS,clarkca01w,2025-06-17T11:02:51.481786,4.0,4.0,DEMON,0.5,"MODERATE_DEMON_DIFF, INTENT_BASED",STAR_PLAYER_TRAP,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Caitlin Clark,Pts+Rebs+Asts,39.5,35.5,0.0,0.5,PASS,clarkca01w,2025-06-17T11:02:51.483813,4.0,4.0,DEMON,0.5,"MODERATE_DEMON_DIFF, INTENT_BASED",STAR_PLAYER_TRAP,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Tina Charles,Rebounds,9.5,5.5,0.0,0.5,PASS,charlti01w,2025-06-17T11:02:51.636133,4.0,4.0,DEMON,0.5,MODERATE_DEMON_DIFF,,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Arike Ogunbowale,Points,14.5,17.5,0.0,0.5,PASS,ogunbar01w,2025-06-17T11:02:52.405252,-3.0,3.0,GOBLIN,0.5,MODERATE_GOBLIN_DIFF,,AVOID_UNDER,BET_GOBLIN,0.44000000000000017,0.8
Aliyah Boston,Rebounds,11.5,7.6,0.0,0.5,PASS,bostoal01w,2025-06-17T11:02:51.563787,3.9,3.9,NORMAL,0.1,,,NONE,SKIP,0.0,0.0
Rickea Jackson,Points,17.5,13.6,0.0,0.5,PASS,jacksri01w,2025-06-17T11:02:52.958029,3.9,3.9,NORMAL,0.1,,,NONE,SKIP,0.0,0.0
Aliyah Boston,Pts+Rebs+Asts,29.5,25.6,0.0,0.5,PASS,bostoal01w,2025-06-17T11:02:51.566160,3.899999999999999,3.899999999999999,NORMAL,0.1,,,NONE,SKIP,0.0,0.0
Allisha Gray,Points,24.5,20.6,0.0,0.5,PASS,grayyal01w,2025-06-17T11:02:51.727426,3.899999999999999,3.899999999999999,NORMAL,0.1,,,NONE,SKIP,0.0,0.0
Kamilla Cardoso,Rebounds,10.5,6.8,0.0,0.5,PASS,cardoka01w,2025-06-17T11:02:52.756901,3.7,3.7,NORMAL,0.1,,,NONE,SKIP,0.0,0.0
Ezi Magbegor,Rebounds,11.5,7.8,0.0,0.5,PASS,magbeez01w,2025-06-17T11:02:52.902257,3.7,3.7,NORMAL,0.1,,,NONE,SKIP,0.0,0.0
Brittney Griner,Points,14.5,10.8,0.0,0.5,PASS,grinebr01w,2025-06-17T11:02:51.781176,3.6999999999999993,3.6999999999999993,NORMAL,0.1,,,NONE,SKIP,0.0,0.0
Napheesa Collier,Rebounds,12.5,8.8,0.0,0.5,PASS,collina01w,2025-06-17T11:02:52.090357,3.6999999999999993,3.6999999999999993,NORMAL,0.1,,,NONE,SKIP,0.0,0.0
Angel Reese,Pts+Rebs+Asts,29.5,25.8,0.0,0.5,PASS,reesean01w,2025-06-17T11:02:52.658005,3.6999999999999993,3.6999999999999993,NORMAL,0.1,,,NONE,SKIP,0.0,0.0
Kiki Iriafen,Points,17.5,13.8,0.0,0.5,PASS,iriafki01w,2025-06-17T11:02:52.793383,3.6999999999999993,3.6999999999999993,NORMAL,0.1,,,NONE,SKIP,0.0,0.0
Jackie Young,Rebounds,7.5,3.9,0.0,0.5,PASS,youngja01w,2025-06-17T11:02:52.245951,3.6,3.6,NORMAL,0.1,,,NONE,SKIP,0.0,0.0
Angel Reese,Rebounds,15.5,11.9,0.0,0.5,PASS,reesean01w,2025-06-17T11:02:52.641933,3.6,3.6,NORMAL,0.1,,,NONE,SKIP,0.0,0.0
Kamilla Cardoso,Points,14.5,10.9,0.0,0.5,PASS,cardoka01w,2025-06-17T11:02:52.766270,3.6,3.6,NORMAL,0.1,,,NONE,SKIP,0.0,0.0
Olivia Nelson-Ododa,Rebounds,9.5,6.0,0.0,0.5,PASS,nelsool01w,2025-06-17T11:02:51.656387,3.5,3.5,NORMAL,0.1,,,NONE,SKIP,0.0,0.0
Jackie Young,Points,22.5,19.0,0.0,0.5,PASS,youngja01w,2025-06-17T11:02:52.250083,3.5,3.5,NORMAL,0.1,,,NONE,SKIP,0.0,0.0
Nneka Ogwumike,Points,19.5,16.0,0.0,0.5,PASS,ogwumnn01w,2025-06-17T11:02:53.028121,3.5,3.5,NORMAL,0.1,,,NONE,SKIP,0.0,0.0
Sabrina Ionescu,Assists,8.5,5.1,0.0,0.5,PASS,ionessa01w,2025-06-17T11:02:51.925561,3.4000000000000004,3.4000000000000004,NORMAL,0.1,,,NONE,SKIP,0.0,0.0
Natasha Cloud,Assists,9.5,6.1,0.0,0.5,PASS,cloudna01w,2025-06-17T11:02:52.028767,3.4000000000000004,3.4000000000000004,NORMAL,0.1,,,NONE,SKIP,0.0,0.0
Jewell Loyd,Points,14.5,11.1,0.0,0.5,PASS,loyddje01w,2025-06-17T11:02:52.183276,3.4000000000000004,3.4000000000000004,NORMAL,0.1,,,NONE,SKIP,0.0,0.0
Courtney Williams,Points,14.5,11.1,0.0,0.5,PASS,willico01w,2025-06-17T11:02:52.326184,3.4000000000000004,3.4000000000000004,NORMAL,0.1,,,NONE,SKIP,0.0,0.0
Ariel Atkins,Assists,6.5,3.1,0.0,0.5,PASS,atkinar01w,2025-06-17T11:02:52.718018,3.4,3.4,NORMAL,0.1,,,NONE,SKIP,0.0,0.0
Caitlin Clark,Points,24.5,21.1,0.0,0.5,PASS,clarkca01w,2025-06-17T11:02:51.530581,3.3999999999999986,3.3999999999999986,NORMAL,0.1,,,NONE,SKIP,0.0,0.0
Napheesa Collier,Points,29.5,26.1,0.0,0.5,PASS,collina01w,2025-06-17T11:02:52.080679,3.3999999999999986,3.3999999999999986,NORMAL,0.1,,,NONE,SKIP,0.0,0.0
Paige Bueckers,Assists,9.5,6.12,0.0,0.5,PASS,bueckpa01w,2025-06-17T11:02:52.465174,3.38,3.38,NORMAL,0.1,,,NONE,SKIP,0.0,0.0
Kayla McBride,Points,17.5,14.2,0.0,0.5,PASS,mcbrika01w,2025-06-17T11:02:52.098741,3.3000000000000007,3.3000000000000007,NORMAL,0.1,,,NONE,SKIP,0.0,0.0
Courtney Williams,Pts+Rebs+Asts,24.5,21.2,0.0,0.5,PASS,willico01w,2025-06-17T11:02:52.297477,3.3000000000000007,3.3000000000000007,NORMAL,0.1,,,NONE,SKIP,0.0,0.0
Ezi Magbegor,Points,11.5,8.2,0.0,0.5,PASS,magbeez01w,2025-06-17T11:02:52.898209,3.3000000000000007,3.3000000000000007,NORMAL,0.1,,,NONE,SKIP,0.0,0.0
Brittney Griner,Rebounds,9.5,6.2,0.0,0.5,PASS,grinebr01w,2025-06-17T11:02:51.801460,3.3,3.3,NORMAL,0.1,,,NONE,SKIP,0.0,0.0
Jewell Loyd,Rebounds,7.5,4.2,0.0,0.5,PASS,loyddje01w,2025-06-17T11:02:52.135610,3.3,3.3,NORMAL,0.1,,,NONE,SKIP,0.0,0.0
Jackie Young,Assists,6.5,3.2,0.0,0.5,PASS,youngja01w,2025-06-17T11:02:52.281593,3.3,3.3,NORMAL,0.1,,,NONE,SKIP,0.0,0.0
Alanna Smith,Rebounds,7.5,4.3,0.0,0.5,PASS,smithal01w,2025-06-17T11:02:52.367497,3.2,3.2,NORMAL,0.1,,,NONE,SKIP,0.0,0.0
Gabby Williams,Rebounds,7.5,4.3,0.0,0.5,PASS,williga01w,2025-06-17T11:02:52.839868,3.2,3.2,NORMAL,0.1,,,NONE,SKIP,0.0,0.0
